iter	Passed	Remaining
1701	5378	26221
1702	5381	26220
1703	5385	26217
1704	5388	26215
1705	5391	26210
1706	5394	26206
1707	5397	26204
1708	5400	26200
1709	5404	26200
1710	5407	26196
1711	5410	26193
1712	5413	26189
1713	5416	26185
1714	5420	26184
1715	5423	26179
1716	5426	26175
1717	5428	26170
1718	5431	26166
1719	5435	26165
1720	5438	26160
1721	5440	26155
1722	5443	26151
1723	5446	26147
1724	5450	26146
1725	5453	26142
1726	5456	26138
1727	5459	26134
1728	5462	26130
1729	5465	26127
1730	5468	26123
1731	5471	26118
1732	5474	26116
1733	5477	26112
1734	5480	26109
1735	5483	26104
1736	5486	26100
1737	5489	26097
1738	5492	26092
1739	5495	26088
1740	5499	26088
1741	5502	26083
1742	5505	26080
1743	5508	26077
1744	5511	26073
1745	5515	26073
1746	5518	26069
1747	5521	26066
1748	5524	26062
1749	5527	26058
1750	5531	26058
1751	5534	26055
1752	5538	26054
1753	5543	26060
1754	5547	26064
1755	5552	26066
1756	5555	26063
1757	5558	26059
1758	5561	26056
1759	5564	26053
1760	5567	26049
1761	5571	26049
1762	5574	26044
1763	5578	26044
1764	5581	26039
1765	5583	26035
1766	5587	26033
1767	5590	26029
1768	5594	26028
1769	5596	26024
1770	5599	26019
1771	5603	26017
1772	5606	26012
1773	5609	26009
1774	5612	26005
1775	5615	26001
1776	5618	25997
1777	5621	25993
1778	5623	25988
1779	5628	25990
1780	5631	25988
1781	5635	25987
1782	5638	25983
1783	5642	25984
1784	5645	25980
1785	5648	25977
1786	5651	25973
1787	5654	25969
1788	5658	25969
1789	5661	25965
1790	5664	25962
1791	5667	25958
1792	5670	25954
1793	5673	25952
1794	5676	25948
1795	5679	25945
1796	5682	25940
1797	5685	25935
1798	5689	25934
1799	5692	25930
1800	5695	25927
1801	5698	25923
1802	5701	25919
1803	5704	25915
1804	5707	25914
1805	5710	25911
1806	5713	25906
1807	5716	25901
1808	5719	25899
1809	5723	25896
1810	5726	25892
1811	5728	25887
1812	5731	25883
1813	5735	25880
1814	5737	25875
1815	5741	25875
1816	5746	25878
1817	5750	25880
1818	5754	25880
1819	5758	25880
1820	5762	25881
1821	5765	25878
1822	5768	25874
1823	5771	25869
1824	5774	25865
1825	5777	25860
1826	5779	25855
1827	5783	25853
1828	5786	25849
1829	5789	25846
1830	5792	25842
1831	5795	25837
1832	5798	25834
1833	5801	25829
1834	5803	25824
1835	5807	25823
1836	5810	25818
1837	5813	25818
1838	5818	25819
1839	5822	25820
1840	5826	25821
1841	5831	25824
1842	5835	25828
1843	5840	25831
1844	5844	25834
1845	5847	25830
1846	5851	25828
1847	5854	25823
1848	5856	25819
1849	5859	25814
1850	5863	25812
1851	5866	25808
1852	5869	25804
1853	5872	25801
1854	5876	25804
1855	5879	25800
1856	5882	25795
1857	5886	25795
1858	5889	25790
1859	5892	25786
1860	5895	25782
1861	5898	25778
1862	5901	25774
1863	5904	25770
1864	5907	25766
1865	5910	25762
1866	5913	25759
1867	5916	25755
1868	5919	25750
1869	5922	25746
1870	5925	25744
1871	5928	25740
1872	5931	25735
1873	5934	25731
1874	5937	25727
1875	5940	25723
1876	5942	25718
1877	5945	25713
1878	5948	25708
1879	5951	25704
1880	5954	25700
1881	5956	25695
1882	5959	25690
1883	5962	25685
1884	5965	25680
1885	5968	25676
1886	5971	25673
1887	5974	25668
1888	5977	25664
1889	5980	25660
1890	5982	25655
1891	5985	25651
1892	5988	25647
1893	5991	25642
1894	5994	25638
1895	5997	25634
1896	6000	25630
1897	6003	25626
1898	6006	25622
1899	6009	25617
1900	6012	25614
1901	6015	25610
1902	6017	25605
1903	6021	25604
1904	6024	25600
1905	6027	25598
1906	6030	25592
1907	6033	25588
1908	6036	25585
1909	6039	25580
1910	6042	25578
1911	6045	25573
1912	6048	25569
1913	6052	25568
1914	6055	25563
1915	6058	25561
1916	6062	25561
1917	6065	25559
1918	6068	25555
1919	6071	25551
1920	6075	25551
1921	6078	25547
1922	6081	25544
1923	6084	25540
1924	6087	25536
1925	6090	25533
1926	6094	25533
1927	6098	25531
1928	6101	25527
1929	6104	25526
1930	6108	25525
1931	6111	25521
1932	6115	25519
1933	6117	25515
1934	6121	25512
1935	6124	25511
1936	6127	25507
1937	6130	25504
1938	6133	25499
1939	6136	25496
1940	6140	25493
1941	6144	25495
1942	6147	25491
1943	6150	25489
1944	6153	25485
1945	6157	25484
1946	6160	25481
1947	6163	25476
1948	6166	25472
1949	6169	25468
1950	6173	25467
1951	6176	25464
1952	6178	25459
1953	6181	25455
1954	6185	25452
1955	6188	25450
1956	6191	25445
1957	6194	25442
1958	6197	25438
1959	6200	25435
1960	6203	25432
1961	6207	25432
1962	6210	25428
1963	6214	25426
1964	6217	25424
1965	6221	25423
1966	6224	25420
1967	6227	25416
1968	6230	25413
1969	6234	25411
1970	6238	25411
1971	6241	25409
1972	6244	25405
1973	6247	25402
1974	6251	25400
1975	6254	25397
1976	6257	25394
1977	6260	25390
1978	6263	25387
1979	6266	25383
1980	6270	25380
1981	6273	25377
1982	6276	25373
1983	6279	25369
1984	6281	25365
1985	6285	25363
1986	6288	25360
1987	6291	25356
1988	6295	25354
1989	6298	25351
1990	6301	25349
1991	6305	25346
1992	6307	25342
1993	6310	25338
1994	6313	25334
1995	6317	25331
1996	6320	25328
1997	6323	25325
1998	6326	25321
1999	6329	25317
2000	6332	25315
2001	6336	25313
2002	6339	25310
2003	6342	25307
2004	6345	25303
2005	6349	25301
2006	6352	25298
2007	6355	25294
2008	6358	25290
2009	6361	25289
2010	6365	25289
2011	6369	25288
2012	6372	25285
2013	6375	25281
2014	6378	25277
2015	6381	25273
2016	6384	25270
2017	6387	25266
2018	6390	25262
2019	6393	25258
2020	6396	25253
2021	6400	25252
2022	6402	25247
2023	6405	25243
2024	6408	25239
2025	6411	25235
2026	6414	25231
2027	6417	25226
2028	6420	25222
2029	6424	25222
2030	6426	25217
2031	6429	25213
2032	6432	25209
2033	6435	25205
2034	6438	25200
2035	6441	25195
2036	6444	25192
2037	6447	25188
2038	6450	25183
2039	6453	25181
2040	6456	25177
2041	6459	25173
2042	6462	25171
2043	6465	25167
2044	6468	25163
2045	6471	25159
2046	6474	25154
2047	6477	25152
2048	6481	25149
2049	6484	25146
2050	6487	25142
2051	6490	25139
2052	6494	25138
2053	6496	25133
2054	6499	25129
2055	6502	25125
2056	6505	25121
2057	6509	25119
2058	6512	25115
2059	6515	25113
2060	6518	25109
2061	6521	25105
2062	6524	25102
2063	6527	25098
2064	6530	25094
2065	6533	25090
2066	6536	25086
2067	6539	25083
2068	6543	25084
2069	6547	25081
2070	6550	25077
2071	6553	25074
2072	6557	25074
2073	6562	25077
2074	6566	25078
2075	6569	25077
2076	6573	25077
2077	6578	25078
2078	6581	25075
2079	6584	25071
2080	6588	25070
2081	6591	25067
2082	6594	25065
2083	6597	25062
2084	6600	25057
2085	6604	25056
2086	6607	25053
2087	6610	25050
2088	6613	25046
2089	6616	25042
2090	6619	25039
2091	6624	25039
2092	6628	25040
2093	6631	25036
2094	6634	25032
2095	6638	25032
2096	6641	25030
2097	6646	25032
2098	6650	25032
2099	6653	25031
2100	6657	25028
2101	6660	25025
2102	6663	25022
2103	6667	25021
2104	6670	25018
2105	6673	25014
2106	6676	25011
2107	6679	25006
2108	6683	25005
2109	6685	25000
2110	6689	25000
2111	6693	24998
2112	6697	24997
2113	6700	24995
2114	6704	24993
2115	6707	24991
2116	6710	24987
2117	6713	24984
2118	6716	24980
2119	6719	24977
2120	6723	24975
2121	6726	24971
2122	6729	24967
2123	6732	24963
2124	6735	24960
2125	6738	24955
2126	6741	24951
2127	6743	24947
2128	6747	24944
2129	6750	24941
2130	6753	24938
2131	6756	24934
2132	6759	24929
2133	6762	24927
2134	6765	24923
2135	6769	24923
2136	6772	24918
2137	6775	24914
2138	6778	24912
2139	6781	24908
2140	6785	24907
2141	6788	24903
2142	6791	24898
2143	6794	24896
2144	6797	24891
2145	6800	24889
2146	6803	24885
2147	6806	24880
2148	6809	24878
2149	6812	24873
2150	6815	24871
2151	6818	24867
2152	6821	24863
2153	6824	24860
2154	6827	24855
2155	6830	24851
2156	6834	24850
2157	6837	24845
2158	6840	24842
2159	6843	24838
2160	6846	24834
2161	6850	24833
2162	6852	24829
2163	6856	24826
2164	6858	24821
2165	6861	24817
2166	6865	24816
2167	6868	24812
2168	6871	24808
2169	6874	24804
2170	6877	24800
2171	6881	24800
2172	6884	24796
2173	6887	24792
2174	6890	24789
2175	6893	24784
2176	6896	24783
2177	6899	24778
2178	6902	24774
2179	6905	24771
2180	6908	24767
2181	6912	24766
2182	6915	24762
2183	6917	24757
2184	6921	24754
2185	6924	24750
2186	6927	24747
2187	6930	24746
2188	6933	24742
2189	6937	24740
2190	6940	24737
2191	6944	24735
2192	6946	24730
2193	6949	24726
2194	6953	24724
2195	6956	24720
2196	6959	24718
2197	6962	24714
2198	6965	24710
2199	6968	24706
2200	6971	24702
2201	6974	24699
2202	6977	24694
2203	6980	24690
2204	6983	24687
2205	6986	24683
2206	6989	24678
2207	6992	24675
2208	6994	24670
2209	6998	24667
2210	7001	24663
2211	7003	24659
2212	7007	24656
2213	7009	24652
2214	7012	24648
2215	7016	24645
2216	7019	24641
2217	7022	24637
2218	7025	24633
2219	7027	24629
2220	7031	24626
2221	7034	24623
2222	7037	24621
2223	7041	24621
2224	7044	24617
2225	7047	24612
2226	7050	24608
2227	7053	24604
2228	7056	24600
2229	7059	24596
2230	7062	24593
2231	7065	24589
2232	7068	24585
2233	7071	24582
2234	7074	24577
2235	7077	24573
2236	7079	24569
2237	7082	24564
2238	7085	24561
2239	7088	24558
2240	7091	24554
2241	7094	24550
2242	7097	24546
2243	7100	24542
2244	7103	24537
2245	7106	24533
2246	7109	24529
2247	7111	24524
2248	7115	24524
2249	7120	24524
2250	7123	24523
2251	7127	24522
2252	7131	24522
2253	7136	24525
2254	7140	24526
2255	7145	24526
2256	7149	24526
2257	7153	24526
2258	7156	24524
2259	7160	24524
2260	7163	24519
2261	7167	24517
2262	7170	24514
2263	7173	24511
2264	7176	24507
2265	7179	24503
2266	7182	24499
2267	7185	24495
2268	7188	24493
2269	7191	24489
2270	7194	24486
2271	7198	24483
2272	7201	24480
2273	7204	24476
2274	7206	24471
2275	7209	24467
2276	7213	24465
2277	7216	24461
2278	7219	24457
2279	7222	24453
2280	7224	24449
2281	7228	24446
2282	7231	24442
2283	7234	24438
2284	7236	24434
2285	7239	24430
2286	7243	24427
2287	7245	24422
2288	7248	24418
2289	7251	24413
2290	7254	24409
2291	7256	24405
2292	7260	24402
2293	7262	24397
2294	7265	24393
2295	7268	24389
2296	7271	24384
2297	7274	24380
2298	7277	24376
2299	7280	24372
2300	7283	24368
2301	7285	24364
2302	7288	24359
2303	7291	24356
2304	7294	24351
2305	7297	24348
2306	7300	24344
2307	7303	24340
2308	7306	24336
2309	7309	24332
2310	7311	24327
2311	7314	24324
2312	7317	24319
2313	7320	24315
2314	7323	24311
2315	7326	24308
2316	7329	24304
2317	7332	24300
2318	7335	24295
2319	7338	24291
2320	7341	24287
2321	7343	24283
2322	7346	24280
2323	7349	24275
2324	7352	24271
2325	7355	24267
2326	7358	24263
2327	7361	24259
2328	7364	24254
2329	7366	24250
2330	7369	24246
2331	7372	24242
2332	7375	24238
2333	7378	24234
2334	7381	24230
2335	7384	24226
2336	7387	24222
2337	7390	24218
2338	7393	24214
2339	7395	24210
2340	7398	24205
2341	7401	24202
2342	7404	24198
2343	7407	24193
2344	7410	24190
2345	7413	24186
2346	7416	24182
2347	7419	24179
2348	7422	24175
2349	7425	24172
2350	7428	24167
2351	7431	24163
2352	7434	24160
2353	7436	24155
2354	7439	24151
2355	7443	24149
2356	7446	24146
2357	7449	24144
2358	7452	24140
2359	7456	24138
2360	7459	24134
2361	7462	24130
2362	7465	24127
2363	7468	24123
2364	7471	24120
2365	7475	24119
2366	7479	24118
2367	7482	24115
2368	7485	24111
2369	7488	24107
2370	7492	24108
2371	7495	24105
2372	7498	24101
2373	7501	24098
2374	7506	24098
2375	7509	24096
2376	7513	24094
2377	7516	24091
2378	7520	24090
2379	7524	24090
2380	7527	24088
2381	7530	24085
2382	7533	24080
2383	7537	24078
2384	7540	24077
2385	7544	24074
2386	7547	24070
2387	7550	24066
2388	7554	24066
2389	7557	24062
2390	7560	24060
2391	7563	24056
2392	7566	24053
2393	7570	24053
2394	7574	24051
2395	7577	24047
2396	7580	24043
2397	7583	24041
2398	7587	24039
2399	7591	24038
2400	7594	24035
2401	7597	24030
2402	7600	24028
2403	7603	24026
2404	7607	24025
2405	7610	24022
2406	7613	24018
2407	7617	24015
2408	7620	24012
2409	7623	24009
2410	7626	24005
2411	7629	24001
2412	7632	23997
2413	7635	23994
2414	7639	23992
2415	7641	23988
2416	7645	23985
2417	7648	23983
2418	7651	23979
2419	7654	23976
2420	7657	23972
2421	7660	23968
2422	7663	23964
2423	7667	23962
2424	7670	23959
2425	7673	23955
2426	7675	23951
2427	7679	23949
2428	7683	23947
2429	7686	23944
2430	7688	23939
2431	7691	23936
2432	7695	23932
2433	7698	23930
2434	7701	23926
2435	7704	23922
2436	7707	23918
2437	7710	23916
2438	7713	23913
2439	7717	23910
2440	7719	23906
2441	7722	23902
2442	7726	23899
2443	7729	23895
2444	7733	23895
2445	7735	23890
2446	7738	23887
2447	7742	23883
2448	7744	23879
2449	7748	23878
2450	7751	23874
2451	7754	23870
2452	7757	23867
2453	7760	23863
2454	7764	23861
2455	7767	23857
2456	7770	23854
2457	7773	23851
2458	7776	23847
2459	7779	23845
2460	7782	23842
2461	7785	23838
2462	7789	23835
2463	7792	23831
2464	7795	23830
2465	7799	23828
2466	7802	23824
2467	7805	23822
2468	7808	23819
2469	7812	23818
2470	7816	23815
2471	7819	23811
2472	7822	23808
2473	7825	23804
2474	7829	23804
2475	7832	23800
2476	7835	23796
2477	7838	23792
2478	7841	23788
2479	7844	23787
2480	7847	23784
2481	7851	23780
2482	7854	23777
2483	7856	23772
2484	7860	23770
2485	7863	23766
2486	7866	23763
2487	7869	23759
2488	7872	23755
2489	7875	23752
2490	7878	23748
2491	7881	23744
2492	7884	23742
2493	7887	23738
2494	7891	23736
2495	7893	23732
2496	7896	23728
2497	7900	23726
2498	7903	23722
2499	7906	23719
2500	7909	23715
2501	7912	23711
2502	7915	23708
2503	7918	23704
2504	7921	23702
2505	7924	23699
2506	7927	23695
2507	7931	23692
2508	7933	23687
2509	7936	23683
2510	7939	23680
2511	7942	23676
2512	7945	23672
2513	7948	23668
2514	7951	23664
2515	7954	23662
2516	7958	23660
2517	7962	23659
2518	7965	23655
2519	7968	23652
2520	7972	23650
2521	7975	23647
2522	7978	23644
2523	7981	23641
2524	7984	23636
2525	7987	23633
2526	7990	23629
2527	7993	23624
2528	7996	23623
2529	7999	23619
2530	8002	23615
2531	8005	23612
2532	8008	23608
2533	8011	23605
2534	8015	23603
2535	8018	23600
2536	8021	23596
2537	8024	23593
2538	8027	23589
2539	8030	23586
2540	8033	23583
2541	8037	23580
2542	8040	23577
2543	8043	23574
2544	8046	23570
2545	8049	23566
2546	8052	23563
2547	8055	23559
2548	8058	23555
2549	8061	23551
2550	8064	23547
2551	8067	23543
2552	8069	23539
2553	8072	23535
2554	8076	23532
2555	8079	23531
2556	8083	23530
2557	8087	23529
2558	8090	23525
2559	8093	23522
2560	8096	23518
2561	8099	23515
2562	8102	23511
2563	8105	23508
2564	8109	23505
2565	8112	23501
2566	8115	23497
2567	8118	23494
2568	8120	23489
2569	8123	23486
2570	8126	23481
2571	8129	23477
2572	8132	23474
2573	8135	23470
2574	8138	23466
2575	8141	23463
2576	8144	23459
2577	8147	23455
2578	8150	23451
2579	8153	23450
2580	8156	23446
2581	8160	23444
2582	8163	23441
2583	8166	23437
2584	8169	23433
2585	8172	23430
2586	8175	23426
2587	8178	23423
2588	8181	23420
2589	8184	23416
2590	8187	23411
2591	8190	23408
2592	8193	23404
2593	8196	23401
2594	8199	23397
2595	8202	23393
2596	8205	23389
2597	8208	23385
2598	8211	23382
2599	8213	23378
2600	8216	23373
2601	8220	23371
2602	8223	23367
2603	8226	23364
2604	8229	23360
2605	8232	23358
2606	8237	23358
2607	8239	23354
2608	8242	23350
2609	8245	23346
2610	8248	23342
2611	8251	23339
2612	8254	23335
2613	8257	23331
2614	8260	23327
2615	8262	23323
2616	8265	23318
2617	8268	23315
2618	8271	23311
2619	8274	23307
2620	8277	23304
2621	8280	23299
2622	8283	23296
2623	8286	23292
2624	8289	23288
2625	8291	23284
2626	8294	23280
2627	8297	23276
2628	8300	23272
2629	8303	23268
2630	8306	23265
2631	8309	23261
2632	8312	23257
2633	8315	23254
2634	8318	23250
2635	8322	23249
2636	8326	23248
2637	8329	23246
2638	8333	23245
2639	8338	23245
2640	8342	23246
2641	8346	23245
2642	8349	23241
2643	8352	23237
2644	8355	23234
2645	8358	23229
2646	8361	23226
2647	8364	23224
2648	8367	23221
2649	8370	23217
2650	8374	23214
2651	8377	23212
2652	8380	23209
2653	8383	23206
2654	8386	23202
2655	8389	23198
2656	8393	23195
2657	8396	23191
2658	8399	23188
2659	8402	23185
2660	8405	23180
2661	8408	23177
2662	8410	23173
2663	8413	23169
2664	8416	23165
2665	8419	23161
2666	8422	23158
2667	8425	23154
2668	8428	23150
2669	8431	23146
2670	8433	23141
2671	8436	23137
2672	8439	23133
2673	8442	23130
2674	8445	23126
2675	8448	23123
2676	8451	23119
2677	8454	23115
2678	8457	23112
2679	8460	23108
2680	8463	23104
2681	8466	23100
2682	8468	23095
2683	8471	23091
2684	8474	23088
2685	8477	23084
2686	8480	23080
2687	8483	23076
2688	8485	23072
2689	8488	23067
2690	8491	23063
2691	8494	23059
2692	8497	23055
2693	8499	23051
2694	8502	23047
2695	8505	23043
2696	8508	23039
2697	8511	23036
2698	8514	23032
2699	8517	23028
2700	8520	23026
2701	8523	23022
2702	8526	23018
2703	8529	23013
2704	8532	23009
2705	8535	23006
2706	8538	23002
2707	8541	22999
2708	8544	22995
2709	8547	22992
2710	8550	22989
2711	8553	22985
2712	8556	22982
2713	8559	22979
2714	8562	22975
2715	8565	22972
2716	8568	22968
2717	8571	22964
2718	8574	22960
2719	8577	22956
2720	8580	22952
2721	8583	22949
2722	8585	22945
2723	8588	22941
2724	8591	22937
2725	8594	22933
2726	8597	22929
2727	8600	22926
2728	8603	22922
2729	8606	22918
2730	8609	22914
2731	8611	22910
2732	8615	22907
2733	8617	22903
2734	8620	22899
2735	8623	22895
2736	8626	22892
2737	8629	22888
2738	8632	22884
2739	8635	22880
2740	8638	22878
2741	8641	22874
2742	8645	22871
2743	8647	22867
2744	8650	22863
2745	8653	22859
2746	8656	22857
2747	8659	22852
2748	8662	22849
2749	8665	22845
2750	8668	22841
2751	8671	22838
2752	8674	22833
2753	8676	22829
2754	8679	22825
2755	8682	22821
2756	8685	22818
2757	8688	22814
2758	8691	22811
2759	8694	22807
2760	8697	22803
2761	8700	22799
2762	8703	22795
2763	8705	22791
2764	8708	22787
2765	8711	22783
2766	8714	22779
2767	8717	22775
2768	8720	22771
2769	8723	22768
2770	8726	22764
2771	8729	22761
2772	8732	22757
2773	8734	22753
2774	8737	22749
2775	8740	22745
2776	8743	22741
2777	8746	22737
2778	8749	22733
2779	8751	22729
2780	8754	22725
2781	8757	22721
2782	8760	22717
2783	8763	22714
2784	8766	22711
2785	8769	22707
2786	8772	22703
2787	8775	22700
2788	8778	22696
2789	8780	22692
2790	8783	22687
2791	8786	22684
2792	8789	22680
2793	8792	22676
2794	8795	22674
2795	8799	22671
2796	8803	22672
2797	8807	22669
2798	8810	22667
2799	8815	22667
2800	8819	22667
2801	8822	22665
2802	8825	22661
2803	8829	22658
2804	8832	22654
2805	8835	22652
2806	8839	22650
2807	8842	22647
2808	8845	22643
2809	8847	22639
2810	8850	22635
2811	8853	22631
2812	8856	22627
2813	8859	22625
2814	8862	22620
2815	8865	22616
2816	8868	22613
2817	8871	22609
2818	8874	22605
2819	8876	22601
2820	8879	22597
2821	8882	22593
2822	8885	22589
2823	8888	22585
2824	8891	22582
2825	8894	22578
2826	8897	22574
2827	8899	22570
2828	8902	22566
2829	8905	22562
2830	8908	22558
2831	8911	22554
2832	8914	22552
2833	8918	22550
2834	8921	22547
2835	8924	22544
2836	8927	22541
2837	8931	22539
2838	8934	22536
2839	8938	22533
2840	8940	22530
2841	8943	22526
2842	8946	22523
2843	8949	22519
2844	8953	22518
2845	8956	22514
2846	8959	22510
2847	8962	22506
2848	8965	22503
2849	8969	22502
2850	8972	22499
2851	8975	22494
2852	8978	22492
2853	8981	22488
2854	8985	22486
2855	8988	22482
2856	8990	22478
2857	8994	22476
2858	8997	22472
2859	9001	22471
2860	9003	22467
2861	9006	22462
2862	9009	22459
2863	9012	22454
2864	9015	22451
2865	9018	22448
2866	9021	22444
2867	9024	22440
2868	9027	22437
2869	9029	22433
2870	9033	22431
2871	9036	22428
2872	9039	22424
2873	9042	22421
2874	9045	22417
2875	9048	22414
2876	9051	22410
2877	9054	22407
2878	9058	22404
2879	9060	22400
2880	9063	22397
2881	9066	22393
2882	9069	22389
2883	9072	22386
2884	9075	22383
2885	9079	22379
2886	9082	22376
2887	9085	22373
2888	9088	22370
2889	9091	22366
2890	9094	22362
2891	9097	22359
2892	9100	22355
2893	9102	22351
2894	9106	22349
2895	9109	22346
2896	9112	22342
2897	9115	22339
2898	9118	22335
2899	9121	22331
2900	9124	22327
2901	9126	22323
2902	9129	22320
2903	9132	22316
2904	9135	22312
2905	9138	22309
2906	9141	22305
2907	9144	22301
2908	9147	22298
2909	9150	22294
2910	9153	22290
2911	9156	22286
2912	9158	22282
2913	9161	22278
2914	9164	22274
2915	9167	22271
2916	9170	22267
2917	9173	22263
2918	9176	22260
2919	9179	22258
2920	9183	22255
2921	9186	22251
2922	9189	22248
2923	9193	22247
2924	9196	22243
2925	9199	22240
2926	9202	22238
2927	9205	22234
2928	9209	22233
2929	9212	22229
2930	9216	22227
2931	9218	22223
2932	9221	22219
2933	9225	22217
2934	9228	22213
2935	9231	22211
2936	9234	22208
2937	9237	22204
2938	9241	22201
2939	9244	22198
2940	9247	22195
2941	9250	22191
2942	9252	22187
2943	9256	22185
2944	9259	22182
2945	9262	22178
2946	9265	22175
2947	9268	22171
2948	9271	22168
2949	9276	22168
2950	9279	22166
2951	9283	22165
2952	9287	22163
2953	9291	22161
2954	9294	22158
2955	9297	22154
2956	9300	22151
2957	9303	22148
2958	9307	22147
2959	9310	22144
2960	9313	22140
2961	9316	22136
2962	9319	22133
2963	9323	22132
2964	9326	22129
2965	9329	22125
2966	9332	22121
2967	9335	22118
2968	9338	22115
2969	9341	22112
2970	9345	22109
2971	9347	22105
2972	9351	22102
2973	9354	22100
2974	9358	22097
2975	9361	22093
2976	9363	22090
2977	9366	22086
2978	9369	22083
2979	9372	22079
2980	9376	22077
2981	9379	22073
2982	9382	22070
2983	9385	22067
2984	9388	22064
2985	9392	22061
2986	9394	22057
2987	9398	22054
2988	9401	22051
2989	9404	22048
2990	9407	22045
2991	9410	22041
2992	9413	22038
2993	9416	22034
2994	9420	22032
2995	9423	22029
2996	9426	22026
2997	9429	22023
2998	9432	22019
2999	9435	22016
3000	9438	22012
3001	9441	22009
3002	9445	22008
3003	9449	22006
3004	9453	22004
3005	9456	22002
3006	9459	21998
3007	9463	21996
3008	9466	21993
3009	9469	21991
3010	9472	21987
3011	9475	21984
3012	9478	21980
3013	9481	21977
3014	9484	21973
3015	9487	21970
3016	9490	21966
3017	9493	21963
3018	9496	21959
3019	9499	21954
3020	9501	21951
3021	9504	21946
3022	9507	21943
3023	9510	21939
3024	9513	21936
3025	9516	21933
3026	9519	21929
3027	9522	21925
3028	9525	21922
3029	9528	21919
3030	9531	21915
3031	9534	21911
3032	9537	21909
3033	9541	21906
3034	9544	21902
3035	9547	21899
3036	9549	21895
3037	9552	21891
3038	9555	21887
3039	9558	21883
3040	9561	21879
3041	9564	21876
3042	9567	21873
3043	9569	21868
3044	9572	21865
3045	9575	21861
3046	9578	21858
3047	9581	21854
3048	9584	21850
3049	9587	21847
3050	9590	21843
3051	9593	21840
3052	9596	21836
3053	9599	21833
3054	9603	21830
3055	9605	21826
3056	9608	21822
3057	9611	21819
3058	9614	21815
3059	9618	21814
3060	9622	21813
3061	9625	21809
3062	9628	21807
3063	9631	21803
3064	9634	21800
3065	9637	21796
3066	9640	21792
3067	9643	21789
3068	9646	21785
3069	9649	21781
3070	9652	21777
3071	9654	21773
3072	9657	21770
3073	9660	21766
3074	9663	21763
3075	9666	21759
3076	9669	21755
3077	9672	21752
3078	9675	21748
3079	9678	21745
3080	9681	21742
3081	9685	21740
3082	9688	21736
3083	9691	21733
3084	9694	21729
3085	9697	21726
3086	9700	21722
3087	9702	21718
3088	9706	21715
3089	9709	21711
3090	9712	21708
3091	9715	21705
3092	9718	21701
3093	9721	21698
3094	9724	21694
3095	9726	21690
3096	9729	21687
3097	9732	21682
3098	9735	21679
3099	9738	21676
3100	9741	21672
3101	9744	21669
3102	9747	21665
3103	9750	21662
3104	9753	21658
3105	9756	21655
3106	9759	21651
3107	9762	21647
3108	9765	21644
3109	9769	21643
3110	9773	21643
3111	9777	21641
3112	9781	21638
3113	9783	21635
3114	9786	21631
3115	9791	21630
3116	9795	21630
3117	9799	21628
3118	9802	21626
3119	9806	21624
3120	9810	21623
3121	9814	21623
3122	9818	21621
3123	9822	21619
3124	9825	21615
3125	9828	21613
3126	9831	21609
3127	9834	21605
3128	9837	21602
3129	9840	21599
3130	9843	21595
3131	9846	21592
3132	9850	21589
3133	9854	21588
3134	9858	21588
3135	9863	21588
3136	9867	21587
3137	9871	21586
3138	9875	21584
3139	9879	21583
3140	9883	21583
3141	9887	21581
3142	9891	21580
3143	9895	21578
3144	9899	21576
3145	9902	21575
3146	9906	21572
3147	9910	21571
3148	9914	21569
3149	9918	21568
3150	9922	21567
3151	9927	21567
3152	9930	21565
3153	9934	21564
3154	9939	21563
3155	9943	21562
3156	9947	21562
3157	9951	21560
3158	9955	21558
3159	9959	21558
3160	9963	21557
3161	9968	21557
3162	9973	21557
3163	9977	21556
3164	9981	21555
3165	9985	21553
3166	9989	21552
3167	9993	21550
3168	9997	21549
3169	10001	21548
3170	10004	21546
3171	10008	21544
3172	10012	21543
3173	10016	21542
3174	10020	21540
3175	10024	21539
3176	10028	21538
3177	10032	21536
3178	10036	21534
3179	10040	21533
3180	10045	21533
3181	10049	21533
3182	10052	21530
3183	10056	21528
3184	10059	21524
3185	10063	21523
3186	10066	21520
3187	10069	21516
3188	10073	21513
3189	10075	21509
3190	10079	21508
3191	10082	21505
3192	10085	21501
3193	10088	21498
3194	10091	21494
3195	10095	21491
3196	10097	21487
3197	10100	21484
3198	10104	21481
3199	10107	21477
3200	10110	21475
3201	10113	21471
3202	10116	21468
3203	10120	21465
3204	10123	21462
3205	10126	21459
3206	10130	21457
3207	10134	21456
3208	10138	21454
3209	10142	21453
3210	10145	21451
3211	10149	21449
3212	10152	21445
3213	10155	21441
3214	10158	21437
3215	10161	21435
3216	10164	21431
3217	10167	21428
3218	10170	21424
3219	10173	21421
3220	10176	21418
3221	10179	21414
3222	10183	21412
3223	10186	21409
3224	10189	21405
3225	10192	21402
3226	10195	21398
3227	10198	21396
3228	10201	21392
3229	10204	21388
3230	10207	21385
3231	10210	21381
3232	10213	21378
3233	10216	21374
3234	10219	21370
3235	10222	21367
3236	10225	21363
3237	10227	21359
3238	10230	21355
3239	10233	21351
3240	10236	21347
3241	10239	21343
3242	10242	21339
3243	10244	21335
3244	10247	21331
3245	10250	21327
3246	10253	21324
3247	10255	21320
3248	10258	21316
3249	10261	21312
3250	10264	21308
3251	10267	21305
3252	10270	21301
3253	10272	21297
3254	10275	21293
