iter	Passed	Remaining
204	611	29234
205	614	29219
206	617	29201
207	619	29182
208	622	29175
209	625	29162
210	628	29146
211	630	29128
212	633	29112
213	636	29093
214	638	29081
215	641	29064
216	644	29072
217	648	29086
218	651	29077
219	654	29111
220	658	29142
221	661	29129
222	664	29124
223	666	29105
224	669	29096
225	672	29080
226	675	29065
227	677	29053
228	680	29036
229	684	29063
230	687	29084
231	690	29072
232	693	29057
233	695	29043
234	698	29033
235	701	29016
236	704	29004
237	706	28993
238	709	28976
239	712	28964
240	715	28966
241	717	28948
242	720	28938
243	723	28931
244	726	28926
245	729	28919
246	732	28910
247	734	28901
248	737	28892
249	740	28889
250	743	28883
251	746	28873
252	749	28859
253	751	28848
254	754	28833
255	757	28816
256	759	28806
257	762	28796
258	765	28789
259	768	28775
260	771	28780
261	774	28772
262	776	28759
263	779	28750
264	782	28736
265	785	28731
266	787	28722
267	790	28710
268	793	28696
269	795	28683
270	798	28672
271	801	28659
272	803	28645
273	806	28633
274	809	28623
275	812	28612
276	814	28601
277	817	28592
278	820	28587
279	823	28580
280	826	28572
281	828	28564
282	831	28551
283	834	28543
284	837	28534
285	839	28525
286	842	28518
287	845	28508
288	848	28500
289	850	28487
290	853	28476
291	856	28464
292	858	28456
293	861	28454
294	864	28443
295	867	28436
296	870	28425
297	872	28414
298	875	28403
299	878	28394
300	881	28406
301	884	28396
302	887	28387
303	889	28377
304	892	28372
305	895	28365
306	898	28360
307	900	28351
308	903	28348
309	907	28366
310	911	28388
311	915	28422
312	919	28456
313	923	28481
314	926	28495
315	929	28487
316	932	28479
317	935	28473
318	938	28470
319	941	28465
320	943	28455
321	946	28445
322	949	28437
323	951	28428
324	954	28418
325	957	28412
326	960	28398
327	962	28387
328	965	28380
329	968	28375
330	971	28367
331	973	28360
332	976	28355
333	979	28349
334	982	28347
335	985	28340
336	988	28331
337	990	28321
338	993	28313
339	996	28303
340	999	28298
341	1001	28289
342	1004	28281
343	1007	28284
344	1010	28281
345	1013	28281
346	1016	28275
347	1019	28266
348	1022	28270
349	1025	28268
350	1027	28259
351	1031	28259
352	1033	28248
353	1036	28239
354	1039	28242
355	1042	28238
356	1045	28230
357	1047	28219
358	1050	28214
359	1053	28207
360	1056	28200
361	1058	28194
362	1061	28192
363	1066	28226
364	1069	28241
365	1073	28258
366	1077	28284
367	1080	28281
368	1083	28280
369	1087	28302
370	1090	28294
371	1093	28296
372	1096	28311
373	1100	28317
374	1103	28333
375	1106	28326
376	1109	28327
377	1112	28325
378	1116	28337
379	1119	28345
380	1122	28333
381	1125	28336
382	1128	28330
383	1131	28325
384	1135	28355
385	1139	28389
386	1142	28389
387	1146	28390
388	1149	28408
389	1153	28421
390	1157	28441
391	1160	28436
392	1164	28466
393	1168	28489
394	1172	28515
395	1175	28511
396	1179	28518
397	1183	28546
398	1186	28545
399	1189	28555
400	1192	28553
401	1196	28556
402	1200	28578
403	1203	28595
404	1207	28608
405	1211	28634
406	1215	28647
407	1219	28668
408	1223	28693
409	1227	28716
410	1231	28732
411	1235	28763
412	1239	28781
413	1243	28802
414	1247	28818
415	1251	28843
416	1256	28864
417	1259	28863
418	1263	28891
419	1266	28887
420	1269	28896
421	1272	28888
422	1275	28887
423	1279	28902
424	1282	28900
425	1285	28892
426	1288	28882
427	1291	28881
428	1294	28887
429	1297	28879
430	1300	28880
431	1303	28875
432	1306	28876
433	1310	28882
434	1313	28875
435	1316	28874
436	1319	28868
437	1322	28867
438	1325	28861
439	1328	28864
440	1331	28866
441	1334	28856
442	1337	28848
443	1340	28849
444	1343	28854
445	1346	28851
446	1349	28843
447	1352	28831
448	1355	28831
449	1358	28829
450	1362	28838
451	1364	28830
452	1367	28818
453	1370	28823
454	1374	28834
455	1378	28842
456	1381	28840
457	1383	28830
458	1386	28828
459	1389	28827
460	1393	28839
461	1396	28833
462	1399	28826
463	1402	28823
464	1405	28813
465	1408	28818
466	1412	28825
467	1414	28815
468	1417	28809
469	1420	28810
470	1425	28833
471	1428	28828
472	1431	28823
473	1434	28828
474	1437	28822
475	1441	28844
476	1444	28838
477	1447	28828
478	1450	28825
479	1452	28815
480	1456	28828
481	1460	28835
482	1462	28826
483	1466	28825
484	1469	28835
485	1473	28846
486	1476	28840
487	1479	28836
488	1482	28843
489	1485	28838
490	1489	28849
491	1493	28862
492	1497	28873
493	1501	28888
494	1504	28887
495	1507	28886
496	1510	28882
497	1513	28882
498	1517	28886
499	1521	28900
500	1524	28895
501	1526	28888
502	1530	28890
503	1533	28885
504	1536	28897
505	1540	28907
506	1545	28931
507	1549	28944
508	1552	28954
509	1555	28945
510	1558	28937
511	1561	28937
512	1564	28932
513	1567	28933
514	1571	28934
515	1573	28925
516	1576	28925
517	1579	28915
518	1582	28910
519	1585	28906
520	1588	28897
521	1591	28892
522	1594	28898
523	1597	28893
524	1600	28888
525	1603	28883
526	1606	28878
527	1609	28871
528	1612	28866
529	1615	28871
530	1618	28870
531	1621	28860
532	1625	28863
533	1627	28855
534	1630	28851
535	1633	28844
536	1636	28837
537	1639	28831
538	1642	28821
539	1644	28813
540	1647	28804
541	1650	28795
542	1653	28793
543	1656	28788
544	1658	28780
545	1662	28782
546	1665	28789
547	1668	28784
548	1671	28782
549	1674	28775
550	1677	28768
551	1681	28774
552	1684	28771
553	1687	28771
554	1690	28771
555	1693	28772
556	1697	28779
557	1700	28775
558	1703	28776
559	1706	28768
560	1709	28762
561	1713	28771
562	1716	28765
563	1719	28765
564	1722	28760
565	1725	28753
566	1728	28755
567	1731	28750
568	1734	28749
569	1737	28748
570	1740	28742
571	1744	28745
572	1747	28742
573	1750	28744
574	1753	28739
575	1755	28729
576	1759	28728
577	1763	28742
578	1766	28746
579	1769	28744
580	1773	28757
581	1777	28764
582	1780	28758
583	1783	28758
584	1786	28758
585	1790	28756
586	1793	28752
587	1797	28765
588	1801	28777
589	1804	28774
590	1807	28777
591	1812	28799
592	1816	28814
593	1820	28834
594	1825	28856
595	1830	28875
596	1833	28878
597	1836	28871
598	1839	28873
599	1842	28870
600	1845	28869
601	1848	28863
602	1851	28859
603	1855	28859
604	1858	28854
605	1861	28853
606	1864	28849
607	1867	28845
608	1870	28845
609	1873	28844
610	1876	28840
611	1879	28837
612	1882	28829
613	1885	28828
614	1888	28823
615	1892	28832
616	1895	28831
617	1898	28825
618	1902	28825
619	1904	28817
620	1908	28817
621	1911	28816
622	1914	28812
623	1917	28812
624	1920	28804
625	1923	28801
626	1926	28804
627	1929	28798
628	1932	28798
629	1936	28796
630	1939	28790
631	1942	28789
632	1945	28782
633	1948	28784
634	1951	28782
635	1954	28781
636	1958	28780
637	1961	28778
638	1964	28780
639	1967	28774
640	1971	28786
641	1974	28781
642	1977	28776
643	1980	28776
644	1983	28770
645	1986	28769
646	1990	28772
647	1993	28764
648	1996	28762
649	1999	28755
650	2002	28754
651	2005	28754
652	2008	28748
653	2011	28745
654	2014	28738
655	2017	28733
656	2020	28732
657	2023	28725
658	2026	28719
659	2029	28720
660	2032	28714
661	2035	28716
662	2038	28713
663	2041	28707
664	2045	28707
665	2047	28702
666	2051	28707
667	2054	28701
668	2057	28697
669	2060	28699
670	2063	28692
671	2067	28694
672	2070	28688
673	2072	28680
674	2075	28676
675	2078	28673
676	2082	28683
677	2086	28693
678	2090	28693
679	2093	28699
680	2098	28712
681	2102	28721
682	2106	28738
683	2110	28745
684	2114	28751
685	2117	28752
686	2121	28763
687	2125	28768
688	2128	28770
689	2132	28776
690	2136	28779
691	2139	28782
692	2143	28788
693	2147	28798
694	2151	28804
695	2155	28816
696	2159	28820
697	2162	28825
698	2166	28828
699	2170	28840
700	2174	28846
701	2178	28855
702	2182	28862
703	2186	28869
704	2189	28873
705	2194	28885
706	2198	28891
707	2202	28899
708	2205	28904
709	2209	28913
710	2213	28919
711	2217	28925
712	2221	28938
713	2226	28956
714	2231	28979
715	2236	28997
716	2240	29010
717	2246	29037
718	2250	29054
719	2254	29061
720	2259	29083
721	2264	29099
722	2268	29108
723	2272	29117
724	2277	29135
725	2281	29143
726	2286	29160
727	2290	29175
728	2295	29192
729	2300	29207
730	2304	29219
731	2308	29226
732	2312	29240
733	2317	29256
734	2322	29274
735	2327	29290
736	2331	29303
737	2335	29315
738	2340	29327
739	2344	29341
740	2349	29358
741	2353	29370
742	2358	29387
743	2363	29401
744	2368	29417
745	2372	29434
746	2376	29440
747	2380	29445
748	2384	29456
749	2388	29463
750	2393	29471
751	2396	29465
752	2398	29457
753	2402	29460
754	2406	29465
755	2409	29460
756	2413	29463
757	2416	29459
758	2419	29453
759	2422	29448
760	2425	29442
761	2428	29436
762	2431	29430
763	2433	29423
764	2437	29421
765	2440	29414
766	2443	29412
767	2446	29405
768	2449	29398
769	2452	29392
770	2454	29384
771	2458	29382
772	2460	29374
773	2464	29372
774	2467	29365
775	2470	29363
776	2473	29357
777	2475	29349
778	2479	29344
779	2481	29335
780	2484	29326
781	2487	29325
782	2491	29330
783	2496	29342
784	2500	29349
785	2504	29353
786	2507	29352
787	2510	29349
788	2513	29341
789	2516	29337
790	2519	29334
791	2522	29328
792	2525	29320
793	2529	29322
794	2531	29316
795	2535	29317
796	2538	29309
797	2541	29306
798	2544	29302
799	2547	29294
800	2550	29295
801	2553	29289
802	2556	29285
803	2560	29281
804	2562	29275
805	2567	29282
806	2571	29289
807	2574	29292
808	2577	29285
809	2580	29282
810	2585	29289
811	2589	29300
812	2592	29294
813	2595	29287
814	2599	29293
815	2603	29298
816	2607	29302
817	2610	29307
818	2615	29314
819	2619	29320
820	2623	29336
821	2628	29351
822	2633	29362
823	2638	29376
824	2642	29390
825	2647	29406
826	2652	29416
827	2656	29422
828	2659	29424
829	2663	29432
830	2668	29438
831	2671	29441
832	2677	29467
833	2681	29473
834	2685	29478
835	2690	29489
836	2694	29500
837	2699	29509
838	2703	29513
839	2706	29517
840	2709	29511
841	2712	29502
842	2715	29495
843	2718	29488
844	2721	29480
845	2723	29473
846	2726	29466
847	2729	29459
848	2732	29451
849	2735	29445
850	2738	29437
851	2740	29428
852	2743	29421
853	2746	29414
854	2749	29406
855	2752	29399
856	2754	29391
857	2757	29383
858	2760	29376
859	2763	29369
860	2766	29362
861	2769	29354
862	2771	29347
863	2774	29340
864	2777	29336
865	2780	29328
866	2783	29322
867	2786	29316
868	2789	29310
869	2792	29305
870	2795	29300
871	2798	29298
872	2802	29303
873	2805	29298
874	2808	29292
875	2811	29284
876	2814	29278
877	2817	29270
878	2820	29263
879	2823	29256
880	2825	29249
881	2828	29241
882	2831	29233
883	2834	29226
884	2836	29219
885	2839	29211
886	2842	29202
887	2845	29194
888	2848	29188
889	2850	29182
890	2853	29176
891	2856	29169
892	2859	29161
893	2862	29153
894	2864	29145
895	2867	29138
896	2870	29132
897	2873	29124
898	2876	29116
899	2878	29109
900	2881	29103
901	2884	29097
902	2887	29090
903	2891	29089
904	2893	29082
905	2896	29075
906	2899	29068
907	2902	29062
908	2905	29053
909	2907	29047
910	2910	29041
911	2913	29033
912	2916	29026
913	2919	29020
914	2922	29013
915	2924	29006
916	2927	28999
917	2930	28992
918	2933	28984
919	2936	28977
920	2938	28971
921	2941	28965
922	2944	28958
923	2947	28951
924	2950	28944
925	2953	28939
926	2956	28932
927	2958	28926
928	2961	28918
929	2964	28913
930	2967	28907
931	2970	28900
932	2972	28891
933	2975	28885
934	2978	28879
935	2981	28872
936	2984	28867
937	2987	28858
938	2989	28851
939	2992	28846
940	2995	28837
941	2998	28830
942	3001	28824
943	3004	28819
944	3006	28812
945	3009	28805
946	3012	28800
947	3015	28794
948	3018	28787
949	3021	28781
950	3023	28774
951	3026	28767
952	3029	28760
953	3032	28754
954	3035	28749
955	3038	28744
956	3041	28738
957	3044	28732
958	3046	28725
959	3049	28717
960	3052	28710
961	3055	28703
962	3057	28695
963	3060	28689
964	3063	28682
965	3066	28675
966	3068	28667
967	3071	28660
968	3074	28654
969	3077	28647
970	3080	28641
971	3082	28634
972	3085	28628
973	3088	28620
974	3091	28613
975	3094	28607
976	3096	28601
977	3099	28594
978	3102	28586
979	3105	28579
980	3107	28572
981	3110	28567
982	3113	28561
983	3116	28554
984	3119	28547
985	3121	28540
986	3124	28532
987	3127	28526
988	3130	28518
989	3132	28511
990	3135	28505
991	3138	28499
992	3141	28492
993	3144	28486
994	3146	28479
995	3149	28472
996	3152	28468
997	3155	28461
998	3157	28450
999	3160	28443
1000	3163	28437
1001	3166	28432
1002	3168	28425
1003	3171	28419
1004	3174	28413
1005	3177	28406
1006	3180	28401
1007	3183	28394
1008	3185	28386
1009	3188	28380
1010	3191	28374
1011	3193	28366
1012	3196	28361
1013	3199	28354
1014	3202	28346
1015	3205	28341
1016	3207	28334
1017	3210	28328
1018	3213	28322
1019	3216	28315
1020	3219	28309
1021	3221	28302
1022	3224	28294
1023	3227	28287
1024	3229	28282
1025	3232	28277
1026	3235	28272
1027	3238	28265
1028	3241	28261
1029	3244	28255
1030	3247	28248
1031	3250	28242
1032	3252	28235
1033	3255	28229
1034	3258	28222
1035	3261	28216
1036	3263	28209
1037	3266	28204
1038	3269	28197
1039	3272	28191
1040	3274	28184
1041	3277	28179
1042	3280	28174
1043	3283	28168
1044	3286	28163
1045	3289	28157
1046	3291	28149
1047	3294	28143
1048	3297	28137
1049	3300	28132
1050	3303	28125
1051	3305	28118
1052	3308	28112
1053	3311	28105
1054	3314	28098
1055	3317	28095
1056	3319	28088
1057	3322	28081
1058	3325	28074
1059	3328	28068
1060	3330	28062
1061	3333	28055
1062	3336	28050
1063	3339	28043
1064	3341	28037
1065	3344	28033
1066	3347	28026
1067	3350	28020
1068	3353	28014
1069	3355	28008
1070	3358	28001
1071	3361	27994
1072	3364	27988
1073	3366	27982
1074	3369	27976
1075	3372	27970
1076	3375	27963
1077	3377	27957
1078	3380	27950
1079	3383	27945
1080	3386	27939
1081	3389	27934
1082	3392	27928
1083	3394	27922
1084	3397	27916
1085	3400	27911
1086	3403	27906
1087	3406	27901
1088	3408	27894
1089	3412	27891
1090	3414	27886
1091	3417	27879
1092	3420	27874
1093	3423	27869
1094	3426	27863
1095	3429	27859
1096	3431	27852
1097	3434	27848
1098	3437	27843
1099	3440	27837
1100	3443	27834
1101	3446	27830
1102	3449	27824
1103	3452	27820
1104	3455	27815
1105	3458	27810
1106	3461	27806
1107	3464	27800
1108	3467	27796
1109	3470	27791
1110	3472	27785
1111	3475	27780
1112	3478	27774
1113	3481	27768
1114	3484	27765
1115	3487	27760
1116	3489	27754
1117	3492	27748
1118	3495	27741
1119	3498	27739
1120	3501	27734
1121	3504	27727
1122	3507	27723
1123	3509	27715
1124	3512	27710
1125	3515	27707
1126	3518	27702
1127	3521	27696
1128	3525	27699
1129	3528	27697
1130	3532	27700
1131	3536	27703
1132	3539	27698
1133	3542	27696
1134	3546	27699
1135	3550	27702
1136	3553	27700
1137	3556	27697
1138	3560	27699
1139	3565	27707
1140	3569	27710
1141	3572	27710
1142	3575	27707
1143	3579	27708
1144	3583	27714
1145	3587	27715
1146	3590	27713
1147	3593	27710
1148	3598	27718
1149	3602	27723
1150	3605	27719
1151	3608	27713
1152	3612	27719
1153	3616	27724
1154	3619	27720
1155	3622	27715
1156	3626	27714
1157	3628	27709
1158	3631	27704
1159	3634	27698
1160	3638	27697
1161	3641	27697
1162	3646	27707
1163	3649	27705
1164	3653	27703
1165	3655	27697
1166	3659	27700
1167	3663	27702
1168	3666	27700
1169	3669	27694
1170	3672	27689
1171	3676	27692
1172	3680	27696
1173	3684	27696
1174	3686	27690
1175	3689	27685
1176	3694	27696
1177	3698	27695
1178	3700	27689
1179	3703	27685
1180	3707	27685
1181	3711	27692
1182	3715	27690
1183	3718	27684
1184	3720	27678
1185	3725	27685
1186	3729	27688
1187	3732	27683
1188	3735	27679
1189	3738	27678
1190	3743	27686
1191	3747	27691
1192	3750	27687
1193	3753	27681
1194	3757	27688
1195	3761	27689
1196	3764	27685
1197	3767	27680
1198	3771	27684
1199	3776	27692
1200	3779	27690
1201	3782	27687
1202	3785	27684
1203	3789	27682
1204	3793	27688
1205	3796	27684
1206	3799	27681
1207	3802	27677
1208	3804	27664
1209	3807	27661
1210	3811	27661
1211	3814	27657
1212	3818	27658
1213	3823	27672
1214	3826	27668
1215	3829	27663
1216	3833	27663
1217	3837	27667
1218	3841	27669
1219	3844	27666
1220	3847	27666
1221	3851	27669
1222	3856	27675
1223	3859	27672
1224	3863	27674
1225	3866	27671
1226	3871	27681
1227	3875	27682
1228	3878	27680
1229	3881	27678
1230	3886	27685
1231	3890	27685
1232	3893	27682
1233	3896	27681
1234	3900	27683
1235	3905	27691
1236	3908	27686
1237	3912	27687
1238	3915	27684
1239	3919	27691
1240	3922	27687
1241	3926	27685
1242	3929	27683
1243	3933	27684
1244	3937	27691
1245	3941	27693
1246	3945	27691
1247	3949	27696
1248	3953	27700
1249	3956	27697
1250	3960	27695
1251	3963	27694
1252	3968	27701
1253	3971	27697
1254	3974	27695
1255	3977	27692
1256	3981	27691
1257	3984	27687
1258	3987	27682
1259	3990	27683
1260	3993	27677
1261	3997	27675
1262	3999	27670
1263	4002	27664
1264	4005	27661
1265	4008	27655
1266	4011	27652
1267	4014	27647
1268	4017	27642
1269	4021	27640
1270	4023	27635
1271	4026	27631
1272	4029	27626
1273	4032	27620
1274	4035	27614
1275	4038	27608
1276	4040	27603
1277	4043	27597
1278	4046	27592
1279	4049	27586
1280	4052	27581
1281	4055	27576
1282	4057	27570
1283	4061	27567
1284	4063	27560
1285	4066	27555
1286	4069	27548
1287	4072	27547
1288	4075	27541
1289	4078	27535
1290	4080	27529
1291	4083	27524
1292	4086	27519
1293	4089	27513
1294	4092	27508
1295	4094	27501
1296	4097	27495
1297	4100	27489
1298	4103	27484
1299	4106	27478
1300	4109	27475
1301	4112	27475
1302	4116	27474
1303	4120	27476
1304	4123	27471
1305	4126	27469
1306	4129	27467
1307	4132	27463
1308	4135	27457
1309	4138	27452
1310	4141	27448
1311	4144	27442
1312	4147	27438
1313	4150	27434
1314	4153	27430
1315	4156	27424
1316	4159	27420
1317	4162	27417
1318	4164	27411
1319	4167	27406
1320	4170	27401
1321	4173	27396
1322	4176	27391
1323	4179	27387
1324	4182	27382
1325	4185	27376
1326	4188	27374
1327	4191	27369
1328	4194	27364
1329	4197	27359
1330	4199	27355
1331	4202	27349
1332	4205	27344
1333	4208	27339
1334	4211	27336
1335	4214	27331
1336	4217	27325
1337	4221	27328
1338	4225	27330
1339	4229	27330
1340	4232	27326
1341	4235	27326
1342	4240	27332
1343	4243	27332
1344	4246	27328
1345	4250	27326
1346	4253	27327
1347	4258	27334
1348	4262	27333
1349	4265	27328
1350	4268	27326
1351	4272	27329
1352	4277	27334
1353	4280	27330
1354	4283	27327
1355	4287	27330
1356	4291	27336
1357	4295	27335
1358	4298	27333
1359	4302	27334
1360	4307	27339
1361	4310	27335
1362	4313	27332
1363	4316	27327
1364	4320	27331
1365	4324	27331
1366	4327	27327
1367	4330	27324
1368	4333	27322
1369	4338	27329
1370	4342	27330
1371	4345	27328
1372	4349	27329
1373	4353	27333
1374	4358	27336
1375	4360	27331
1376	4364	27328
1377	4368	27331
1378	4372	27332
1379	4375	27330
1380	4378	27325
1381	4381	27322
1382	4385	27325
1383	4389	27329
1384	4392	27324
1385	4396	27322
1386	4399	27322
1387	4404	27327
1388	4408	27331
1389	4411	27328
1390	4415	27330
1391	4420	27334
1392	4424	27336
1393	4427	27333
1394	4430	27328
1395	4433	27324
1396	4437	27324
1397	4441	27330
1398	4445	27327
1399	4448	27326
1400	4451	27322
1401	4456	27327
1402	4460	27329
1403	4462	27323
1404	4466	27322
1405	4470	27324
1406	4473	27321
1407	4476	27317
1408	4479	27313
1409	4482	27308
1410	4486	27307
1411	4489	27304
1412	4492	27300
1413	4495	27299
1414	4499	27298
1415	4503	27303
1416	4507	27303
1417	4510	27299
1418	4514	27297
1419	4517	27296
1420	4521	27299
1421	4524	27296
1422	4528	27292
1423	4530	27287
1424	4535	27291
1425	4539	27294
1426	4542	27290
1427	4545	27286
1428	4549	27287
1429	4553	27291
1430	4556	27287
1431	4560	27286
1432	4563	27282
1433	4568	27287
1434	4572	27289
1435	4575	27288
1436	4578	27284
1437	4583	27287
1438	4586	27288
1439	4589	27284
1440	4592	27279
1441	4595	27274
1442	4600	27278
1443	4603	27279
1444	4607	27276
1445	4609	27270
1446	4613	27271
1447	4617	27273
1448	4621	27270
1449	4624	27265
1450	4626	27260
1451	4631	27264
1452	4635	27266
1453	4638	27265
1454	4641	27261
1455	4645	27259
1456	4648	27257
1457	4651	27253
1458	4655	27251
1459	4658	27247
1460	4661	27247
1461	4664	27242
1462	4668	27239
1463	4670	27234
1464	4673	27227
1465	4676	27224
1466	4679	27218
1467	4682	27212
1468	4684	27206
1469	4687	27200
1470	4690	27195
1471	4693	27190
1472	4696	27185
1473	4698	27180
1474	4701	27175
1475	4704	27169
1476	4707	27164
1477	4710	27158
1478	4712	27152
1479	4715	27145
1480	4718	27140
1481	4721	27136
1482	4724	27130
1483	4727	27127
1484	4730	27122
1485	4732	27116
1486	4735	27110
1487	4738	27104
1488	4741	27100
1489	4743	27094
1490	4746	27088
1491	4749	27085
1492	4752	27080
1493	4755	27075
1494	4758	27070
1495	4761	27065
1496	4764	27059
1497	4766	27054
1498	4769	27048
1499	4772	27042
1500	4775	27038
1501	4777	27032
1502	4780	27027
1503	4783	27021
1504	4786	27016
1505	4789	27013
1506	4792	27007
1507	4795	27002
1508	4797	26997
1509	4800	26991
1510	4803	26986
1511	4806	26980
1512	4808	26974
1513	4811	26970
1514	4814	26965
1515	4817	26959
1516	4820	26954
1517	4823	26949
1518	4825	26943
1519	4828	26937
1520	4831	26933
1521	4834	26928
1522	4837	26923
1523	4839	26918
1524	4842	26912
1525	4845	26906
1526	4848	26901
1527	4851	26898
1528	4854	26892
1529	4856	26887
1530	4859	26881
1531	4862	26876
1532	4865	26870
1533	4867	26864
1534	4870	26860
1535	4873	26854
1536	4876	26850
1537	4879	26844
1538	4881	26839
1539	4884	26834
1540	4887	26829
1541	4890	26823
1542	4893	26818
1543	4896	26814
1544	4898	26808
1545	4901	26803
1546	4904	26798
1547	4907	26793
1548	4910	26787
1549	4912	26783
1550	4915	26776
1551	4918	26770
1552	4920	26765
1553	4923	26759
1554	4926	26754
1555	4929	26750
1556	4932	26745
1557	4935	26741
1558	4938	26737
1559	4941	26733
1560	4944	26730
1561	4947	26725
1562	4949	26719
1563	4952	26714
1564	4956	26713
1565	4959	26708
1566	4962	26704
1567	4965	26700
1568	4968	26697
1569	4971	26693
1570	4974	26688
1571	4977	26686
1572	4980	26681
1573	4983	26676
1574	4986	26674
1575	4989	26670
1576	4992	26665
1577	4995	26660
1578	4998	26655
1579	5001	26652
1580	5004	26648
1581	5006	26642
1582	5010	26641
1583	5013	26636
1584	5016	26634
1585	5019	26630
1586	5022	26624
1587	5025	26621
1588	5028	26617
1589	5032	26616
1590	5035	26611
1591	5037	26606
1592	5041	26604
1593	5044	26600
1594	5047	26597
1595	5050	26594
1596	5053	26590
1597	5056	26586
1598	5059	26582
1599	5062	26576
1600	5065	26575
1601	5068	26570
1602	5071	26565
1603	5074	26561
1604	5077	26556
1605	5080	26555
1606	5083	26551
1607	5086	26545
1608	5089	26542
1609	5092	26538
1610	5096	26536
1611	5099	26532
1612	5101	26527
1613	5104	26522
1614	5107	26516
1615	5109	26511
1616	5112	26506
1617	5115	26501
1618	5119	26500
1619	5122	26497
1620	5125	26492
1621	5128	26492
1622	5131	26487
1623	5135	26485
1624	5137	26480
1625	5140	26475
1626	5143	26471
1627	5146	26465
1628	5149	26461
1629	5152	26456
1630	5155	26452
1631	5158	26447
1632	5160	26443
1633	5163	26438
1634	5166	26433
1635	5169	26428
1636	5172	26424
1637	5175	26419
1638	5177	26414
1639	5180	26408
1640	5183	26403
1641	5186	26398
1642	5188	26393
1643	5191	26389
1644	5194	26384
1645	5197	26378
1646	5200	26373
1647	5202	26368
1648	5205	26362
1649	5208	26356
1650	5210	26351
1651	5213	26347
1652	5216	26342
1653	5219	26337
1654	5222	26332
1655	5225	26327
1656	5227	26322
1657	5230	26316
1658	5233	26311
1659	5236	26307
1660	5239	26303
1661	5241	26297
1662	5244	26292
1663	5247	26287
1664	5250	26282
1665	5253	26278
1666	5255	26273
1667	5258	26268
1668	5261	26263
1669	5265	26266
1670	5270	26270
1671	5274	26272
1672	5279	26276
1673	5283	26280
1674	5288	26285
1675	5293	26289
1676	5297	26290
1677	5300	26289
1678	5304	26286
1679	5307	26282
1680	5310	26279
1681	5312	26274
1682	5316	26271
1683	5318	26266
1684	5322	26263
1685	5325	26261
1686	5328	26256
1687	5331	26253
1688	5334	26249
1689	5338	26248
1690	5341	26246
1691	5344	26241
1692	5347	26238
1693	5350	26233
1694	5353	26231
1695	5357	26232
1696	5360	26229
1697	5364	26228
1698	5367	26225
1699	5371	26225
1700	5374	26223
