iter	RMSE
146	0.2163498058
147	0.2156424645
148	0.2149282173
149	0.2141838423
150	0.2134482995
151	0.2128174256
152	0.2121397419
153	0.2114904938
154	0.210806307
155	0.2101218279
156	0.2094046611
157	0.2086434134
158	0.2080138086
159	0.2072675667
160	0.2065864327
161	0.2059581321
162	0.2053175644
163	0.2047512177
164	0.2040707578
165	0.2034286622
166	0.2027529365
167	0.2021197454
168	0.2015306283
169	0.2008662262
170	0.2002579185
171	0.1996224092
172	0.1990469443
173	0.1984245324
174	0.1977821003
175	0.1971968327
176	0.1966699401
177	0.1960425251
178	0.195459055
179	0.1948604606
180	0.1942839233
181	0.1937420361
182	0.1931828777
183	0.1925777381
184	0.192030849
185	0.1914750138
186	0.1909040888
187	0.1903625443
188	0.1898160359
189	0.1892924898
190	0.1887751072
191	0.188237657
192	0.1876640857
193	0.1871136751
194	0.1866254657
195	0.1861485038
196	0.185654157
197	0.1851415076
198	0.18462387
199	0.1841377314
200	0.1836848635
201	0.1832442779
202	0.1827699961
203	0.1822624273
204	0.1817715357
205	0.1813287382
206	0.1808241863
207	0.1803755951
208	0.1799500414
209	0.1794356024
210	0.1789191093
211	0.1784614921
212	0.1780058803
213	0.1775313424
214	0.1770378901
215	0.1766262702
216	0.1761693897
217	0.1756845441
218	0.1752727435
219	0.1748389815
220	0.1743658375
221	0.1739376783
222	0.1735252691
223	0.1730497233
224	0.1726057981
225	0.172186778
226	0.1717538397
227	0.1713391101
228	0.1709211526
229	0.1705028068
230	0.1700851948
231	0.1696542465
232	0.1692112025
233	0.1687875655
234	0.1684496781
235	0.1680205822
236	0.1676291022
237	0.1672643947
238	0.1668966147
239	0.1664736038
240	0.1661053145
241	0.1657023212
242	0.1653284653
243	0.1649013811
244	0.1644894946
245	0.1641482599
246	0.1638107593
247	0.1634423996
248	0.1630744667
249	0.1627217267
250	0.1623610707
251	0.1620275048
252	0.1616442743
253	0.16131131
254	0.1609772992
255	0.16062775
256	0.1602496749
257	0.1599312447
258	0.1595700073
259	0.1592431301
260	0.1588822991
261	0.1585275511
262	0.1581928665
263	0.1578317783
264	0.1574901716
265	0.1572006218
266	0.1569086801
267	0.1566064886
268	0.1562802941
269	0.1559643795
270	0.1556905207
271	0.1553852427
272	0.1551087118
273	0.1548281231
274	0.1544848406
275	0.1541620503
276	0.1538553688
277	0.1535864174
278	0.1532594789
279	0.1529397691
280	0.1526245956
281	0.1523534808
282	0.1520797038
283	0.1518138774
284	0.1516006841
285	0.1513248764
286	0.1510353175
287	0.150728034
288	0.1504697094
289	0.1501903053
290	0.149905812
291	0.1496503841
292	0.1494139064
293	0.1491341659
294	0.148858798
295	0.1486133084
296	0.1483533069
297	0.1481019418
298	0.1478494401
299	0.1475997097
300	0.1473568886
301	0.1471148425
302	0.1468587256
303	0.1466020327
304	0.146356449
305	0.1461357924
306	0.1459046192
307	0.1456683971
308	0.1454032744
309	0.1451914746
310	0.1449716184
311	0.144764248
312	0.1445124794
313	0.1442813112
314	0.1440615324
315	0.1438270132
316	0.143632926
317	0.1434307853
318	0.1432119716
319	0.142984156
320	0.1427517064
321	0.1425243981
322	0.1422937849
323	0.1420572558
324	0.1418500241
325	0.1416524539
326	0.1414336167
327	0.141231628
328	0.1410572194
329	0.1408716527
330	0.1406507587
331	0.1404494889
332	0.1402474139
333	0.14004637
334	0.1398142224
335	0.1396220724
336	0.1394175039
337	0.1391916048
338	0.1389685204
339	0.1387512048
340	0.1385425283
341	0.1383618324
342	0.138161204
343	0.137967038
344	0.1378074084
345	0.1375850736
346	0.137403284
347	0.137229962
348	0.1370255191
349	0.1368512554
350	0.1366557534
351	0.1364769487
352	0.1363148843
353	0.1361345292
354	0.1359600947
355	0.1357812387
356	0.1356083839
357	0.1354414077
358	0.1352367174
359	0.1350540402
360	0.1348817896
361	0.1347168852
362	0.1345284206
363	0.1343545979
364	0.1341781272
365	0.1340223135
366	0.1338443892
367	0.1336783405
368	0.1334986849
369	0.1333234681
370	0.1331557792
371	0.1329848306
372	0.1328311802
373	0.1326740457
374	0.1325165492
375	0.1323402162
376	0.1322024822
377	0.1320371397
378	0.1318970009
379	0.1317461044
380	0.1315917144
381	0.131427089
382	0.1312798253
383	0.1311138076
384	0.1309799137
385	0.1308296846
386	0.1306973601
387	0.1305608897
388	0.1304180427
389	0.1302680396
390	0.1301183197
391	0.1299683026
392	0.1297936346
393	0.1296430165
394	0.1295066613
395	0.1293746266
396	0.1292357462
397	0.1290818902
398	0.1289455257
399	0.1287979205
400	0.1286735305
401	0.1285214551
402	0.1283444616
403	0.1281766477
404	0.1280464804
405	0.1279042831
406	0.1277596095
407	0.1276465823
408	0.1275288111
409	0.1273839094
410	0.1272337866
411	0.1271003034
412	0.1269680671
413	0.1268352864
414	0.1266912316
415	0.1265601961
416	0.1264206342
417	0.1262861277
418	0.1261359228
419	0.1260094754
420	0.125873418
421	0.1257180953
422	0.1256089598
423	0.1254600953
424	0.1253483781
425	0.1252202538
426	0.1250791075
427	0.1249706738
428	0.124849219
429	0.1247484334
430	0.1246366354
431	0.1245401964
432	0.1244057592
433	0.1242761209
434	0.1241604127
435	0.1240516915
436	0.1239369692
437	0.123811877
438	0.1236882885
439	0.1235754375
440	0.1234839527
441	0.1233723529
442	0.1232544143
443	0.1231405231
444	0.1230333777
445	0.1229041335
446	0.1227930019
447	0.1227008332
448	0.1225906493
449	0.1224805031
450	0.1223772873
451	0.1222624143
452	0.1221666431
453	0.1220524608
454	0.1219376844
455	0.1218418492
456	0.1217209372
457	0.1216240007
458	0.1215164014
459	0.1214173492
460	0.1213080808
461	0.1212089925
462	0.1211012296
463	0.1210061541
464	0.1209036145
465	0.1208017479
466	0.1207273196
467	0.1206380899
468	0.1205315433
469	0.1204153212
470	0.1203307193
471	0.120236468
472	0.1201591771
473	0.1200731886
474	0.1199838951
475	0.1198962132
476	0.1197954398
477	0.119710111
478	0.1196275247
479	0.1195051496
480	0.1193978835
481	0.1192939744
482	0.1192035062
483	0.1191072532
484	0.1190271243
485	0.1189462842
486	0.1188767429
487	0.118789066
488	0.1187158302
489	0.1186302749
490	0.1185432827
491	0.1184536182
492	0.1183479491
493	0.1182586349
494	0.1181666926
495	0.1180886673
496	0.1180004482
497	0.1179385836
498	0.1178528985
499	0.1177614159
500	0.1176902355
501	0.1176002873
502	0.1174989005
503	0.1174174304
504	0.1173344292
505	0.1172561544
506	0.1171569166
507	0.1170834182
508	0.1170232782
509	0.11694066
510	0.1168444166
511	0.116772834
512	0.1167037401
513	0.1166352295
514	0.1165227064
515	0.116438585
516	0.116349028
517	0.1162787425
518	0.1161928922
519	0.1161111538
520	0.1160408694
521	0.1159686535
522	0.1159086895
523	0.1158232503
524	0.1157524536
525	0.1156768241
526	0.1155973619
527	0.1155206731
528	0.1154482118
529	0.1153842881
530	0.1153047725
531	0.1152581852
532	0.1151757353
533	0.115101013
534	0.1150173173
535	0.1149412382
536	0.1148737962
537	0.1147861582
538	0.1147225176
539	0.114646214
540	0.1145727684
541	0.1144959792
542	0.1144236214
543	0.1143558306
544	0.114258871
545	0.1141853862
546	0.1141089663
547	0.1140363501
548	0.1139665756
549	0.1138627893
550	0.1138034993
551	0.1137443109
552	0.1136745968
553	0.1136017148
554	0.1135389165
555	0.1134647198
556	0.1133930755
557	0.113305577
558	0.1132391667
559	0.1131765058
560	0.1131099811
561	0.1130379205
562	0.1129678342
563	0.1129028838
564	0.112821514
565	0.1127519073
566	0.1126798624
567	0.112623458
568	0.1125609533
569	0.1124929002
570	0.1124427348
571	0.1123787539
572	0.1123024035
573	0.112248255
574	0.1121941036
575	0.1121218881
576	0.1120622934
577	0.1119871033
578	0.111920596
579	0.111861465
580	0.1118069248
581	0.1117532469
582	0.1116855202
583	0.1116405388
584	0.1115748564
585	0.1115223794
586	0.1114590018
587	0.111415792
588	0.1113458577
589	0.1112964502
590	0.1112558976
591	0.1112044654
592	0.1111524642
593	0.1110905406
594	0.1110354213
595	0.1109794214
596	0.1109380725
597	0.1108804585
598	0.1108145316
599	0.1107632881
600	0.110689285
601	0.1106371572
602	0.1105787706
603	0.1105160833
604	0.110469059
605	0.1104088337
606	0.1103312079
607	0.1102793384
608	0.1102291451
609	0.1101905594
610	0.1101375675
611	0.1100751131
612	0.1100133652
613	0.1099519378
614	0.1098940138
615	0.1098440386
616	0.1097859531
617	0.1097374374
618	0.10968193
619	0.1096276216
620	0.1095691261
621	0.1095267688
622	0.1094711066
623	0.1094224389
624	0.1093831435
625	0.1093204726
626	0.1092625315
627	0.1091965193
628	0.1091616954
629	0.1091203063
630	0.1090668038
631	0.1090167818
632	0.1089655069
633	0.1089200529
634	0.1088799035
635	0.1088326811
636	0.1087627995
637	0.1087132987
638	0.1086613101
639	0.1086193767
640	0.1085904033
641	0.1085379171
642	0.1084829257
643	0.1084223118
644	0.1083666833
645	0.1083153186
646	0.1082646918
647	0.1081952287
648	0.1081573688
649	0.1081081049
650	0.1080557652
651	0.1079950827
652	0.1079538218
653	0.1079032962
654	0.107854799
655	0.1078283663
656	0.1077747438
657	0.1077371304
658	0.1076743309
659	0.107633608
660	0.1075929292
661	0.1075410959
662	0.1074792762
663	0.1074312819
664	0.1073945589
665	0.1073541611
666	0.107290247
667	0.107225755
668	0.1071861889
669	0.107150681
670	0.107107375
671	0.107064572
672	0.1070194656
673	0.1069766576
674	0.1069409838
675	0.1069004355
676	0.1068500609
677	0.1067910529
678	0.1067545809
679	0.1066961252
680	0.1066486745
681	0.1066149609
682	0.1065670174
683	0.1065331311
684	0.1064604048
685	0.1064079836
686	0.1063706271
687	0.1063157878
688	0.1062640531
689	0.1062286984
690	0.1061835231
691	0.1061453422
692	0.1061015371
693	0.1060470195
694	0.1060168997
695	0.1059474163
696	0.1059030682
697	0.1058497336
698	0.1057992726
699	0.1057630421
700	0.1057201865
701	0.1056780671
702	0.1056233557
703	0.1055784176
704	0.1055363663
705	0.1054780213
706	0.1054312857
707	0.1053910507
708	0.1053476059
709	0.1052992584
710	0.1052514931
711	0.1052287524
712	0.1051824631
713	0.1051343727
714	0.1051032408
715	0.1050688728
716	0.105032131
717	0.1050032263
718	0.1049651868
719	0.1049203024
720	0.1048772303
721	0.1048343891
722	0.1048071506
723	0.1047592786
724	0.1047137657
725	0.1046614444
726	0.1046354799
727	0.104580581
728	0.104539712
729	0.1044817918
730	0.1044488751
731	0.1044100516
732	0.1043652811
733	0.1043294279
734	0.104295695
735	0.1042677667
736	0.1042237995
737	0.1041845367
738	0.1041421761
739	0.1040985995
740	0.1040659257
741	0.1040318261
742	0.1039872258
743	0.103949524
744	0.1039101784
745	0.1038681051
746	0.1038404988
747	0.1038121442
748	0.1037466849
749	0.1036967086
750	0.103672201
751	0.1036393885
752	0.103613862
753	0.1035537127
754	0.1035142591
755	0.103482593
756	0.1034412657
757	0.1033924913
758	0.1033526169
759	0.1033016041
760	0.1032547984
761	0.1032146851
762	0.1031847113
763	0.1031342894
764	0.1030853708
765	0.1030327583
766	0.103001055
767	0.1029757837
768	0.1029384632
769	0.1029025682
770	0.1028665479
771	0.1028232498
772	0.1027933061
773	0.1027618657
774	0.1026945813
775	0.102654277
776	0.1026081777
777	0.1025782294
778	0.1025268
779	0.1024956772
780	0.102459367
781	0.1024363849
782	0.1024057222
783	0.1023691889
784	0.1023076658
785	0.1022742517
786	0.1022364243
787	0.102192703
788	0.1021616101
789	0.1021246428
790	0.1021048264
791	0.1020715342
792	0.1020440683
793	0.1020013555
794	0.101940386
795	0.1019074653
796	0.1018674143
797	0.101835581
798	0.1018020042
799	0.101769533
800	0.1017353419
801	0.1016974086
802	0.1016604974
803	0.1016231315
804	0.101591479
805	0.1015530102
806	0.1015096391
807	0.1014698037
808	0.1014347429
809	0.101399629
810	0.1013596796
811	0.1013285366
812	0.1012899003
813	0.1012563464
814	0.1012317231
815	0.101206305
816	0.101168177
817	0.1011221792
818	0.1010847059
819	0.1010610289
820	0.1010272289
821	0.1009745381
822	0.1009363684
823	0.1008993072
824	0.1008552501
825	0.1008176037
826	0.100779329
827	0.1007616992
828	0.1007185085
829	0.1006688777
830	0.1006422079
831	0.1006222992
832	0.100592798
833	0.1005536403
834	0.100526561
835	0.1004972724
836	0.1004684132
837	0.1004407931
838	0.1004107795
839	0.1003846019
840	0.1003488724
841	0.1003273433
842	0.1002903667
843	0.1002596953
844	0.1002338106
845	0.1002137869
846	0.1001852051
847	0.1001629288
848	0.1001312398
849	0.100090054
850	0.1000379537
851	0.09998701796
852	0.09995447416
853	0.09993451809
854	0.0999065211
855	0.09987828475
856	0.09985593784
857	0.09980381463
858	0.0997780759
859	0.09974798141
860	0.09969640707
861	0.09966209433
862	0.09962146215
863	0.0995962172
864	0.09955774498
865	0.09952194031
866	0.09948106307
867	0.09945978613
868	0.09943572768
869	0.09940679893
870	0.09937836633
871	0.0993364514
872	0.09930886728
873	0.09928377911
874	0.09925669651
875	0.09922496205
876	0.0992077321
877	0.09918823196
878	0.0991549065
879	0.09912916492
880	0.09910708837
881	0.09907868174
882	0.09904206387
883	0.09901732844
884	0.09898701994
885	0.09895085907
886	0.09893164726
887	0.09889952918
888	0.09886004796
889	0.09882096038
890	0.09879437166
891	0.09877292234
892	0.09873930526
893	0.09871230457
894	0.09868791004
895	0.09865332182
896	0.09863046143
897	0.09860092537
898	0.09858211892
899	0.09855258693
900	0.09852271539
901	0.0984836523
902	0.09846508608
903	0.0984253982
904	0.09836953458
905	0.09834344799
906	0.09832361683
907	0.09828427205
908	0.09825368691
909	0.09822253229
910	0.09819495321
911	0.09816831524
912	0.09814306381
913	0.09810664685
914	0.09807533702
915	0.09802532213
916	0.09799189547
917	0.09795869956
918	0.09793345344
919	0.09790793657
920	0.09787362232
921	0.09784474073
922	0.0978214489
923	0.09778426502
924	0.09776914271
925	0.0977455208
926	0.09772689118
927	0.09771100918
928	0.09767708118
929	0.09765976844
930	0.09763068437
931	0.09760319512
932	0.09757859024
933	0.09754724992
934	0.09750567473
935	0.09748248394
936	0.09746057375
937	0.09743763523
938	0.09740729837
939	0.09738747136
940	0.09736782076
941	0.0973417445
942	0.0973221702
943	0.09729456435
944	0.09727098424
945	0.09723705214
946	0.09720411505
947	0.09718036323
948	0.09715317061
949	0.0970949773
950	0.09706998944
951	0.09705077448
952	0.09702415123
953	0.09698463437
954	0.0969589816
955	0.09693265412
956	0.09689717615
957	0.09687584105
958	0.09684849373
959	0.09682715412
960	0.09680438841
961	0.09676292459
962	0.09673908365
963	0.09670746016
964	0.09668314397
965	0.09664876199
966	0.09662894973
967	0.09660284135
968	0.09657942335
969	0.09655612062
970	0.09652094126
971	0.09650241579
972	0.09648390023
973	0.09646194668
974	0.09642805802
975	0.09638857532
976	0.09637043517
977	0.09633552262
978	0.09632056458
979	0.09630822573
980	0.09627802862
981	0.09625764791
982	0.09623000077
983	0.09620398212
984	0.0961803964
985	0.09615108822
986	0.09611466982
987	0.09610594304
988	0.09607849888
989	0.09605575028
990	0.09603704331
991	0.09600281153
992	0.0959920296
993	0.09595567592
994	0.09593260492
995	0.0959093569
996	0.09588862447
997	0.09586152321
998	0.09584937941
999	0.09582137465
1000	0.09580954412
1001	0.09577746838
1002	0.09576150918
1003	0.09574766184
1004	0.09572126978
1005	0.09570176844
1006	0.09569181817
1007	0.09565747507
1008	0.09564278033
1009	0.09560905872
1010	0.09555414955
1011	0.09553705607
1012	0.09550469945
1013	0.09549644832
1014	0.09546927976
1015	0.09544470242
1016	0.09543522155
1017	0.09540404012
1018	0.09538873439
1019	0.09534555919
1020	0.09531885111
1021	0.09530227143
1022	0.09528753075
1023	0.0952507804
1024	0.09521371138
1025	0.09520566113
1026	0.09519003661
1027	0.09516823439
1028	0.09514151649
1029	0.09511083172
1030	0.09508982464
1031	0.09507341178
1032	0.09504436499
1033	0.09502393794
1034	0.09501162574
1035	0.09497701192
1036	0.0949498667
1037	0.09494085625
1038	0.09491306054
1039	0.09486909908
1040	0.09484792377
1041	0.09482488548
1042	0.09480375271
1043	0.09477818793
1044	0.09475925671
1045	0.09474094164
1046	0.09470772816
1047	0.09470045982
1048	0.09467428681
1049	0.09466326352
1050	0.09464584932
1051	0.09461704802
1052	0.09458311659
1053	0.09456135177
1054	0.09453951937
1055	0.09452127806
1056	0.0944887666
1057	0.09448149115
1058	0.09445426387
1059	0.09442765079
1060	0.09441294243
1061	0.09438174063
1062	0.09435594552
1063	0.09432774705
1064	0.09430645216
1065	0.09427634641
1066	0.09425649895
1067	0.09424367358
1068	0.09423255462
1069	0.09419197225
1070	0.09417069663
1071	0.09414882652
1072	0.09413118305
1073	0.09410839169
1074	0.09410272585
1075	0.09407755126
1076	0.09404709538
1077	0.09401896895
1078	0.09401128109
1079	0.09399037117
1080	0.093965735
1081	0.09394469363
1082	0.09392345338
1083	0.09389507878
1084	0.09387923393
1085	0.09385764978
1086	0.09383327881
1087	0.09380764488
1088	0.09379031724
1089	0.09378303819
1090	0.09376434122
1091	0.09375139413
1092	0.09373444068
1093	0.09369787562
1094	0.09366831102
1095	0.09365799613
1096	0.09364123889
1097	0.09361378066
1098	0.09357866765
1099	0.09356313227
1100	0.09354594954
1101	0.09353576646
1102	0.0935116973
1103	0.09349003889
1104	0.09346847363
1105	0.09344616011
1106	0.09343799479
1107	0.09341182125
1108	0.09339216307
1109	0.09335988693
1110	0.09333095625
1111	0.09327516716
1112	0.09325679407
1113	0.09322519695
1114	0.09321332041
1115	0.09318665694
1116	0.09317622384
1117	0.09314854086
1118	0.09314405149
1119	0.0931257588
1120	0.09310740231
1121	0.09306225463
1122	0.09302481174
1123	0.09300800943
1124	0.09298097151
1125	0.09297296582
1126	0.09295747968
1127	0.09292295528
1128	0.09290023379
1129	0.09288531354
1130	0.0928776401
1131	0.09284990852
1132	0.09282716407
1133	0.09280944976
1134	0.09276058234
1135	0.09273487473
1136	0.09272690709
1137	0.09269456701
1138	0.09267765406
1139	0.09265450732
1140	0.09264497404
1141	0.09261082581
1142	0.09258723758
1143	0.09253831326
1144	0.09251223953
1145	0.09247616907
1146	0.09245065954
1147	0.09242185368
1148	0.0924127864
1149	0.09237609861
1150	0.0923556704
1151	0.09233324891
1152	0.09231270025
1153	0.09230462125
1154	0.0922667103
1155	0.09224904378
1156	0.09218643686
1157	0.09216078438
1158	0.0921325209
1159	0.09212332894
1160	0.09210521831
1161	0.09207263216
1162	0.09204161858
1163	0.09202074318
1164	0.09201428927
1165	0.09199853078
1166	0.09198484672
1167	0.09196461174
1168	0.09194438212
1169	0.09192217952
1170	0.09189227487
1171	0.09188363768
1172	0.09185229751
1173	0.09183118671
1174	0.09180084492
1175	0.09179110205
1176	0.0917791885
1177	0.09176392921
1178	0.09174348133
1179	0.09173259776
1180	0.09171681057
1181	0.09165833938
1182	0.091641309
1183	0.09162404071
1184	0.09159783346
1185	0.09159050884
1186	0.09155517059
1187	0.09153753568
1188	0.0915069845
1189	0.09148378741
1190	0.09146849725
1191	0.09145373017
1192	0.09143067451
1193	0.09140059461
1194	0.091366326
1195	0.0913297055
1196	0.09131488952
1197	0.09127245256
1198	0.09126485176
1199	0.09125392403
1200	0.09124037463
1201	0.09120823065
1202	0.09117818003
1203	0.09116854854
1204	0.09113513255
1205	0.09111316147
1206	0.09109077056
1207	0.09105842682
1208	0.09105490318
1209	0.09104476175
1210	0.09101722678
1211	0.0909914439
1212	0.09096684012
1213	0.09094575311
1214	0.09091619535
1215	0.09089417411
1216	0.09088333398
1217	0.09086651895
1218	0.09084189125
1219	0.09082022258
1220	0.09078809064
1221	0.09075863765
1222	0.09075048127
1223	0.09072429441
1224	0.09067967109
1225	0.09066160662
1226	0.09065067598
1227	0.09063047144
1228	0.09061981524
1229	0.09060366803
1230	0.09056113401
1231	0.09053792646
1232	0.0905299831
1233	0.09051626781
1234	0.09048501303
1235	0.09044645488
1236	0.09043704706
1237	0.09041712061
1238	0.09040177677
1239	0.09037380601
1240	0.09036159398
1241	0.09030547218
1242	0.09028680861
1243	0.09025874763
1244	0.0902174482
1245	0.09020635837
1246	0.09017673361
1247	0.09015715729
1248	0.09015008686
1249	0.09013370972
1250	0.09012738344
1251	0.09010566025
1252	0.09008482615
1253	0.0900581277
1254	0.09003879789
1255	0.09001347891
1256	0.09000319518
1257	0.08999118825
1258	0.08996877914
1259	0.08996170971
1260	0.08995442535
1261	0.08994587102
1262	0.08992474704
1263	0.08989668097
1264	0.08988752572
1265	0.08986297465
1266	0.08984835708
1267	0.08983118256
1268	0.08982273362
1269	0.08980447298
1270	0.08976373255
1271	0.08973419417
1272	0.08972798019
1273	0.08972213218
1274	0.08969693009
1275	0.08966580561
1276	0.08963291638
1277	0.08962559411
1278	0.08960907854
1279	0.08959898857
1280	0.08956574489
1281	0.08955236805
1282	0.08954376048
1283	0.08951301157
1284	0.08950368002
1285	0.08949428075
1286	0.08947213063
1287	0.0894595504
1288	0.08943165367
1289	0.08942486226
1290	0.08939876061
1291	0.08939153336
1292	0.08937708418
1293	0.0893458729
1294	0.08933670659
1295	0.08932178832
1296	0.08929676801
1297	0.08926803011
1298	0.08925890104
1299	0.08923478239
1300	0.0892071135
1301	0.08916769046
1302	0.08913450313
1303	0.08912299106
1304	0.08909360295
1305	0.08908308625
1306	0.08907661542
1307	0.08905045571
1308	0.08902076049
1309	0.08900459907
1310	0.08899308802
1311	0.08896851051
1312	0.08894069907
1313	0.08893456191
1314	0.08892850421
1315	0.08890861109
1316	0.08890105433
1317	0.08887620213
1318	0.0888687208
1319	0.08885376826
1320	0.08884629997
1321	0.08883864625
1322	0.08881076215
1323	0.08879705767
1324	0.08876931122
1325	0.08874364303
1326	0.08871668619
1327	0.08869685208
1328	0.08868911011
1329	0.08868019883
1330	0.08867315762
1331	0.08864070979
1332	0.08862942544
1333	0.08860484001
1334	0.08859853595
1335	0.08857517237
1336	0.08854997947
1337	0.08853211594
1338	0.08851834813
1339	0.08849646691
1340	0.08848868207
1341	0.08848254021
1342	0.08845793811
1343	0.08845333737
1344	0.08844304034
1345	0.08841318779
1346	0.08838611304
1347	0.08835074409
1348	0.08834546595
1349	0.08833029107
1350	0.08830281718
1351	0.08827772994
1352	0.08826993649
1353	0.08826375083
1354	0.08825639502
1355	0.0882504946
1356	0.08823102672
1357	0.08821640102
1358	0.08819987017
1359	0.08817914224
1360	0.08817116716
1361	0.08816544193
1362	0.08813941275
1363	0.08813228267
1364	0.08810158657
1365	0.08807515929
1366	0.08806325201
1367	0.08805761057
1368	0.08803527681
1369	0.08802811793
1370	0.08801333613
1371	0.08797086585
1372	0.08796478903
1373	0.08794593783
1374	0.08792402301
1375	0.08788161561
1376	0.08786235447
1377	0.08783108981
1378	0.0878016258
1379	0.0877848458
1380	0.08776990009
1381	0.08774080311
1382	0.08770857396
1383	0.08768564715
1384	0.08765217189
1385	0.08762715085
1386	0.08760417688
1387	0.08758426776
1388	0.08756171926
1389	0.08754391971
1390	0.08752615043
1391	0.0875042113
1392	0.08748386962
1393	0.08744762359
1394	0.08741033365
1395	0.08740005332
1396	0.08739206537
1397	0.08736362456
1398	0.08734374387
1399	0.08731826009
1400	0.08731324565
1401	0.08728578354
1402	0.08727769458
1403	0.08727199276
1404	0.08724739932
1405	0.08724058598
1406	0.0872276291
1407	0.08719937959
1408	0.08719422548
1409	0.08716281852
1410	0.08713501609
1411	0.08712106982
1412	0.08709185394
1413	0.08706862413
1414	0.08704033311
1415	0.08701738621
1416	0.08700830658
1417	0.08700306846
1418	0.08698258768
1419	0.08694505562
1420	0.0869258498
1421	0.08689849085
1422	0.08689064088
1423	0.08686396212
1424	0.08683998349
1425	0.08683470578
1426	0.08682802748
1427	0.0868186953
1428	0.08679244066
1429	0.08676230761
1430	0.08673096455
1431	0.08671110527
1432	0.08668773232
1433	0.08667148582
1434	0.0866474964
1435	0.08662816888
1436	0.08661082831
1437	0.08658580166
1438	0.08656812684
1439	0.08654026179
1440	0.08652574269
1441	0.08651955787
1442	0.08647574029
1443	0.08645035403
1444	0.08642618029
1445	0.08641964998
1446	0.0863958391
1447	0.08637811
1448	0.08637163464
1449	0.08636351819
1450	0.08634306295
1451	0.08633608125
1452	0.08630903845
1453	0.0862792161
1454	0.08625126466
1455	0.08622977892
1456	0.08620921224
1457	0.08617686156
1458	0.08614844678
1459	0.08612825461
1460	0.08610644154
1461	0.08608194358
1462	0.08605731135
1463	0.08605160442
1464	0.08602671785
1465	0.08600450479
1466	0.08596434382
1467	0.08594443832
1468	0.08593260801
1469	0.08590448872
1470	0.08588191439
1471	0.08586120439
1472	0.08583929685
1473	0.08580812371
1474	0.08576015352
1475	0.08573974693
1476	0.08572435469
1477	0.08569427417
1478	0.08568944148
1479	0.08565447266
1480	0.08563393916
1481	0.08561157506
1482	0.08558829344
1483	0.08557886128
1484	0.08555762741
1485	0.08553234419
1486	0.08551560948
1487	0.08550340836
1488	0.08547132582
1489	0.0854437866
1490	0.08543904851
1491	0.08543116677
1492	0.08539421175
1493	0.08536502659
1494	0.08535824501
1495	0.08533877504
1496	0.08533264603
1497	0.08531405734
1498	0.08529680871
1499	0.08528510995
1500	0.08526062767
1501	0.08523928995
1502	0.08522320774
1503	0.08521748521
1504	0.08520047857
1505	0.08516480268
1506	0.08514059746
