iter	RMSE
2558	0.06778042386
2559	0.06777829957
2560	0.06776979009
2561	0.0677516405
2562	0.06774546019
2563	0.06773071718
2564	0.06772900997
2565	0.06771428718
2566	0.06770890564
2567	0.06769570753
2568	0.06768086596
2569	0.06766101391
2570	0.06764844677
2571	0.06763563854
2572	0.06762185041
2573	0.06761983116
2574	0.06761511896
2575	0.06759372745
2576	0.06758001805
2577	0.06756361798
2578	0.06754919833
2579	0.06753288955
2580	0.06752535472
2581	0.06750293979
2582	0.06749864247
2583	0.06748536477
2584	0.06747343431
2585	0.06745490567
2586	0.06743370592
2587	0.06742033673
2588	0.06739995891
2589	0.06738474531
2590	0.0673827394
2591	0.06737089079
2592	0.06736476213
2593	0.0673609464
2594	0.06734964543
2595	0.06733154014
2596	0.06731497024
2597	0.06730052935
2598	0.06728649448
2599	0.06727295281
2600	0.06725053161
2601	0.0672290136
2602	0.06721309133
2603	0.06719315942
2604	0.06718448492
2605	0.06717648922
2606	0.06715933795
2607	0.06714271571
2608	0.06712564249
2609	0.06711166958
2610	0.06709511362
2611	0.06708116905
2612	0.06707782198
2613	0.06707584807
2614	0.06706121467
2615	0.0670476422
2616	0.06704352702
2617	0.06702737823
2618	0.06700806749
2619	0.06700209939
2620	0.06699625068
2621	0.06697910907
2622	0.06696126033
2623	0.06694194159
2624	0.06693485212
2625	0.0669235884
2626	0.06690334257
2627	0.06689501865
2628	0.06688646892
2629	0.06687389283
2630	0.06686545229
2631	0.06685676015
2632	0.06685475832
2633	0.06684096624
2634	0.06683266635
2635	0.06681957398
2636	0.06680004373
2637	0.06679428757
2638	0.06677244279
2639	0.06675619427
2640	0.06674789319
2641	0.06673897801
2642	0.06673722797
2643	0.06671543569
2644	0.06669390236
2645	0.06668873094
2646	0.06667335088
2647	0.06666928454
2648	0.06665354389
2649	0.06664116034
2650	0.06662816577
2651	0.06661947855
2652	0.06661212966
2653	0.06661019897
2654	0.06660091435
2655	0.06657998493
2656	0.06657511
2657	0.06655766561
2658	0.06653658737
2659	0.06652420758
2660	0.06649843761
2661	0.06647589502
2662	0.06645985758
2663	0.06644470631
2664	0.06643483926
2665	0.06642627587
2666	0.06641171579
2667	0.06640779358
2668	0.06639364325
2669	0.06638049637
2670	0.06636227087
2671	0.06635133215
2672	0.06634147148
2673	0.06633331899
2674	0.06631483575
2675	0.06629068976
2676	0.06627745397
2677	0.06627262878
2678	0.0662516201
2679	0.06623514597
2680	0.06621426264
2681	0.06620345068
2682	0.06618459657
2683	0.06617706023
2684	0.06615585278
2685	0.06614494643
2686	0.06614006236
2687	0.0661256985
2688	0.06611977982
2689	0.06610124313
2690	0.06609371041
2691	0.06607509612
2692	0.06606741813
2693	0.06606559497
2694	0.06604529883
2695	0.06603716504
2696	0.06602770518
2697	0.06600590156
2698	0.06599134086
2699	0.06597089792
2700	0.06596936055
2701	0.06595068041
2702	0.06593568464
2703	0.06592209144
2704	0.06590316584
2705	0.06589745379
2706	0.0658890886
2707	0.06588529145
2708	0.06587385704
2709	0.06587205688
2710	0.06585325176
2711	0.06584816089
2712	0.0658422062
2713	0.06583714367
2714	0.06581671433
2715	0.06580788339
2716	0.06579080428
2717	0.06578402027
2718	0.06576648492
2719	0.06576461298
2720	0.06574749029
2721	0.06573106541
2722	0.06571362646
2723	0.0656976716
2724	0.06568053372
2725	0.06566441069
2726	0.06565662479
2727	0.06563698535
2728	0.06562063226
2729	0.06561280922
2730	0.06559660767
2731	0.06559189026
2732	0.06556865541
2733	0.06555529329
2734	0.06554289808
2735	0.06554097224
2736	0.06553069026
2737	0.06552253483
2738	0.06551686632
2739	0.06550359441
2740	0.06549260624
2741	0.06549076216
2742	0.06547833936
2743	0.06545778965
2744	0.06545490919
2745	0.06543630403
2746	0.0654206873
2747	0.06541465303
2748	0.06539777059
2749	0.06539627945
2750	0.06539405289
2751	0.06538060678
2752	0.06536617791
2753	0.06536039871
2754	0.06534201391
2755	0.06532632792
2756	0.06530367242
2757	0.06528713889
2758	0.06528195875
2759	0.06526997172
2760	0.06525710124
2761	0.06524903253
2762	0.06524321016
2763	0.06524151653
2764	0.06522826382
2765	0.06522169316
2766	0.06521358417
2767	0.06519215512
2768	0.06518825519
2769	0.06517112092
2770	0.06515219819
2771	0.0651430612
2772	0.06514086365
2773	0.06512419677
2774	0.06510821832
2775	0.06510068558
2776	0.0650793779
2777	0.06507343773
2778	0.0650542962
2779	0.0650524714
2780	0.06504874465
2781	0.06502528021
2782	0.06502323295
2783	0.06500942068
2784	0.06499442128
2785	0.06498351236
2786	0.06497571631
2787	0.06496827457
2788	0.06495395273
2789	0.0649502987
2790	0.06494456041
2791	0.06493235557
2792	0.06491938612
2793	0.06491405063
2794	0.06489231337
2795	0.06489086246
2796	0.0648765733
2797	0.0648623273
2798	0.06485411638
2799	0.06483801363
2800	0.06483108049
2801	0.06481017617
2802	0.06480687377
2803	0.06478940738
2804	0.06477501977
2805	0.06476446847
2806	0.064751128
2807	0.06474023754
2808	0.06473233713
2809	0.06473048987
2810	0.06472872114
2811	0.06471542162
2812	0.06470347238
2813	0.06469562946
2814	0.06469043852
2815	0.06468270731
2816	0.06467629496
2817	0.06466572679
2818	0.06465473237
2819	0.06464125793
2820	0.06463222419
2821	0.06462668828
2822	0.06461279591
2823	0.06459651725
2824	0.06458850216
2825	0.06458137432
2826	0.06457366209
2827	0.06457222872
2828	0.06456868878
2829	0.06454887534
2830	0.06454104472
2831	0.06452668427
2832	0.06450790298
2833	0.06449502662
2834	0.06447409818
2835	0.06446466812
2836	0.06445773096
2837	0.0644406536
2838	0.06441996902
2839	0.06440170294
2840	0.06439215901
2841	0.06437839016
2842	0.06435688545
2843	0.06434525784
2844	0.06434332771
2845	0.064331561
2846	0.06433006592
2847	0.06431168322
2848	0.0642962582
2849	0.06427852017
2850	0.06426335651
2851	0.06424587175
2852	0.0642197831
2853	0.06420043048
2854	0.06418580829
2855	0.06417211996
2856	0.06414997916
2857	0.06413398382
2858	0.0641087603
2859	0.06409456701
2860	0.06408196315
2861	0.06406984629
2862	0.06405600113
2863	0.06404843479
2864	0.06404123874
2865	0.06402917621
2866	0.06402308465
2867	0.06400637932
2868	0.06398802807
2869	0.06397847656
2870	0.06396592096
2871	0.06396041622
2872	0.06394551347
2873	0.06393253667
2874	0.06391638828
2875	0.06390185225
2876	0.06388711973
2877	0.06387338543
2878	0.06385638925
2879	0.06384511437
2880	0.06383524754
2881	0.06381730152
2882	0.06380301581
2883	0.06379574588
2884	0.06378406903
2885	0.06376570738
2886	0.06375397494
2887	0.06374757229
2888	0.06374210262
2889	0.06372319398
2890	0.06371973881
2891	0.06370960494
2892	0.06369708788
2893	0.06369003649
2894	0.06367493061
2895	0.06367084396
2896	0.06366325279
2897	0.06365123635
2898	0.06363313873
2899	0.0636142608
2900	0.06359890091
2901	0.06358948919
2902	0.06358074593
2903	0.06356684718
2904	0.06355301695
2905	0.06353889065
2906	0.06352502818
2907	0.06352371636
2908	0.06350658834
2909	0.06349673708
2910	0.06349299301
2911	0.06347405164
2912	0.06346575455
2913	0.0634471544
2914	0.06343969349
2915	0.06342638871
2916	0.06340902239
2917	0.06339528261
2918	0.06339336325
2919	0.06339196209
2920	0.0633781474
2921	0.06336699886
2922	0.06335885167
2923	0.06334679737
2924	0.06332829854
2925	0.06331293586
2926	0.06329517938
2927	0.06328150013
2928	0.06327395209
2929	0.06327216644
2930	0.06326731807
2931	0.06325497751
2932	0.06324151237
2933	0.06322277538
2934	0.06320783856
2935	0.06319010867
2936	0.06317473072
2937	0.06316745397
2938	0.06315335806
2939	0.06314610106
2940	0.06312985289
2941	0.06311209421
2942	0.06309635799
2943	0.0630792787
2944	0.06306118705
2945	0.06305945921
2946	0.06305781988
2947	0.06304604583
2948	0.06304266674
2949	0.06302483523
2950	0.0630232651
2951	0.06300772056
2952	0.06298770634
2953	0.06297046066
2954	0.06295640132
2955	0.06294590226
2956	0.06294004904
2957	0.06292794379
2958	0.06291423428
2959	0.0629010003
2960	0.06288730643
2961	0.06287783513
2962	0.0628637205
2963	0.06285382904
2964	0.06283538197
2965	0.06281576635
2966	0.06280758946
2967	0.06280114367
2968	0.06278065724
2969	0.06277080284
2970	0.06275548361
2971	0.06273717415
2972	0.06272272463
2973	0.0627043729
2974	0.06269931107
2975	0.06269784002
2976	0.06267718207
2977	0.0626741737
2978	0.06267185934
2979	0.06266864057
2980	0.06266739909
2981	0.06266218489
2982	0.06265496527
2983	0.06264995723
2984	0.06264101376
2985	0.06262550315
2986	0.06262390839
2987	0.06261060353
2988	0.06259917526
2989	0.06258378111
2990	0.06256774313
2991	0.06255251718
2992	0.0625299246
2993	0.06252682523
2994	0.0625214915
2995	0.06251975809
2996	0.06250608274
2997	0.06249041404
2998	0.06248844943
2999	0.06248095594
3000	0.06246611511
3001	0.06245241237
3002	0.06244683043
3003	0.06242900787
3004	0.06242205736
3005	0.06240897507
3006	0.06239800122
3007	0.06238158477
3008	0.06237650309
3009	0.06237117724
3010	0.06235781399
3011	0.06235044823
3012	0.06234068074
3013	0.06232851314
3014	0.06232140894
3015	0.06232013695
3016	0.06230789723
3017	0.06229533835
3018	0.06227710675
3019	0.06227502467
3020	0.06227338388
3021	0.06226963858
3022	0.06226275506
3023	0.06226111979
3024	0.0622454677
3025	0.06222819583
3026	0.06222636614
3027	0.0622215094
3028	0.06221484967
3029	0.06220078918
3030	0.06218807831
3031	0.06217961027
3032	0.06217818396
3033	0.06216218028
3034	0.06216086422
3035	0.06215317737
3036	0.06213583331
3037	0.06211094533
3038	0.06209543786
3039	0.06208882904
3040	0.06207465059
3041	0.0620703973
3042	0.06205870533
3043	0.06205040231
3044	0.06203277668
3045	0.06203152726
3046	0.0620155369
3047	0.06199863338
3048	0.0619955168
3049	0.06199204253
3050	0.06198528964
3051	0.0619674353
3052	0.061962489
3053	0.06196094737
3054	0.06195784373
3055	0.06195348875
3056	0.06193863075
3057	0.06192566559
3058	0.06192258894
3059	0.06190751851
3060	0.06189081136
3061	0.06188380798
3062	0.06186643309
3063	0.06185022144
3064	0.06183526498
3065	0.06181802743
3066	0.06181078091
3067	0.06180504963
3068	0.06178579041
3069	0.06176947397
3070	0.06175964827
3071	0.06174215006
3072	0.06174036876
3073	0.06173314706
3074	0.06172473726
3075	0.06172315273
3076	0.06171263016
3077	0.06170759219
3078	0.06169247683
3079	0.06167859137
3080	0.06167656238
3081	0.06166999205
3082	0.06166843931
3083	0.06166348189
3084	0.0616476082
3085	0.0616431334
3086	0.06163816355
3087	0.06162237478
3088	0.06162089794
3089	0.06160723241
3090	0.06158462243
3091	0.06156038161
3092	0.06154363663
3093	0.06152827413
3094	0.06151619033
3095	0.06150619027
3096	0.06149924597
3097	0.06148613925
3098	0.06147166582
3099	0.06145960056
3100	0.06144459522
3101	0.06144161386
3102	0.06143218454
3103	0.06141424031
3104	0.06139949345
3105	0.06138530549
3106	0.06136911448
3107	0.06136223459
3108	0.06134665278
3109	0.06132912208
3110	0.06131697676
3111	0.06130048259
3112	0.06129236228
3113	0.06127735389
3114	0.0612602264
3115	0.06125727469
3116	0.06125023882
3117	0.06124710835
3118	0.06123163173
3119	0.06121299202
3120	0.0611942801
3121	0.06118544072
3122	0.06117568955
3123	0.06117412292
3124	0.06115989836
3125	0.0611538519
3126	0.06115099057
3127	0.0611304319
3128	0.06112646533
3129	0.06112181709
3130	0.06111519909
3131	0.06111248072
3132	0.0611014385
3133	0.06108604657
3134	0.06107477252
3135	0.06105761454
3136	0.06103848159
3137	0.06103680882
3138	0.06103535667
3139	0.06101914767
3140	0.06101239725
3141	0.06099126339
3142	0.06097808859
3143	0.06096098475
3144	0.06094857794
3145	0.0609348983
3146	0.06092551341
3147	0.06090866232
3148	0.06089883134
3149	0.06088037207
3150	0.06086573881
3151	0.06085315978
3152	0.06083716745
3153	0.06083411716
3154	0.06081679059
3155	0.06080458715
3156	0.06078559009
3157	0.06078068463
3158	0.06076487558
3159	0.06074879014
3160	0.06073549379
3161	0.06072457155
3162	0.06071357751
3163	0.06069955433
3164	0.06068418451
3165	0.06066291422
3166	0.06064989182
3167	0.06063867974
3168	0.06062852588
3169	0.06061741004
3170	0.06060716148
3171	0.06060572822
3172	0.0605999906
3173	0.060598573
3174	0.06058175002
3175	0.06056738191
3176	0.06056596318
3177	0.06054725482
3178	0.06053908936
3179	0.06051954596
3180	0.0605068472
3181	0.06049662784
3182	0.06047957452
3183	0.06046672704
3184	0.06045056788
3185	0.06043788257
3186	0.06041415297
3187	0.06040455773
3188	0.06038975884
3189	0.06037471691
3190	0.06035671262
3191	0.06033762327
3192	0.06032701624
3193	0.06030749489
3194	0.0603004665
3195	0.0602889566
3196	0.06027575309
3197	0.06026658448
3198	0.06026195684
3199	0.06025457841
3200	0.06024246315
3201	0.06022601797
3202	0.0602194575
3203	0.06020843408
3204	0.06017883626
3205	0.06016126246
3206	0.0601566828
3207	0.06015062472
3208	0.06014704676
3209	0.06012969813
3210	0.06011946255
3211	0.06010874087
3212	0.06009960222
3213	0.0600824217
3214	0.0600697116
3215	0.06006624374
3216	0.06005138769
3217	0.06004750491
3218	0.060036396
3219	0.06002353406
3220	0.06000701605
3221	0.05999979424
3222	0.05998578923
3223	0.05998197384
3224	0.05996700329
3225	0.05995286537
3226	0.05993000801
3227	0.0599258807
3228	0.05991934117
3229	0.05990342523
3230	0.05988346201
3231	0.05986884587
3232	0.05986134742
3233	0.05984584934
3234	0.05983711218
3235	0.05982377665
3236	0.05981273594
3237	0.05980076779
3238	0.05979134348
3239	0.05977089947
3240	0.0597669864
3241	0.05976044167
3242	0.05974724925
3243	0.05974227485
3244	0.05973406118
3245	0.05972510888
3246	0.05971451
3247	0.0597081026
3248	0.05969919388
3249	0.05969026425
3250	0.05967264556
3251	0.05966708565
3252	0.05965338694
3253	0.059639187
3254	0.0596287228
3255	0.05962322619
3256	0.05961116032
3257	0.05959952955
3258	0.05958828959
3259	0.05956303537
3260	0.05955056432
3261	0.05953400338
3262	0.05952278037
3263	0.05951477389
3264	0.05951004302
3265	0.05948157557
3266	0.05947071767
3267	0.05946051738
3268	0.05944310938
3269	0.05942709266
3270	0.0594115583
3271	0.05940169681
3272	0.05938119899
3273	0.05937433221
3274	0.05936582992
3275	0.05935302422
3276	0.05934421927
3277	0.0593303081
3278	0.05931289761
3279	0.05930219364
3280	0.05929190418
3281	0.05927757808
3282	0.05926871985
3283	0.05925423979
3284	0.05924834209
3285	0.0592280924
3286	0.05922425203
3287	0.05921704653
3288	0.05920748575
3289	0.05919264474
3290	0.05918526238
3291	0.05917167623
3292	0.05916800153
3293	0.05915449125
3294	0.05913839139
3295	0.05913572356
3296	0.05912083003
3297	0.05911770157
3298	0.0591092862
3299	0.05909561683
3300	0.05909090804
3301	0.05908125331
3302	0.05906227056
3303	0.0590497977
3304	0.05903443408
3305	0.05902670195
3306	0.05901993468
3307	0.05901798756
3308	0.05900141543
3309	0.05898621181
3310	0.05897200854
3311	0.05895518609
3312	0.0589491494
3313	0.058937814
3314	0.05892060875
3315	0.05891347698
3316	0.05889743516
3317	0.05888953775
3318	0.05887500261
3319	0.05886106724
3320	0.05884250301
3321	0.05883645221
3322	0.05883183738
3323	0.05882288026
3324	0.05881760299
3325	0.05880619639
3326	0.05879493586
3327	0.05879067467
3328	0.0587784014
3329	0.05877208599
3330	0.05875450545
3331	0.05874846793
3332	0.05873473806
3333	0.05872137325
3334	0.05871520287
3335	0.05869988633
3336	0.05868652734
3337	0.05867757073
3338	0.05866350111
3339	0.0586505003
3340	0.0586411323
3341	0.05863105077
3342	0.0586177571
3343	0.05860502425
3344	0.05859104474
3345	0.05857496528
3346	0.05856803829
3347	0.05855743122
3348	0.05854940908
3349	0.05853530445
3350	0.05852214882
3351	0.05850736509
3352	0.05849361925
3353	0.05847507305
3354	0.05846903092
3355	0.05844977426
3356	0.05844426962
3357	0.05842656497
3358	0.05841941944
3359	0.0584106457
3360	0.05839961648
3361	0.05838750705
3362	0.05837444743
3363	0.05837292276
3364	0.05835893933
3365	0.05834758015
3366	0.05833921003
3367	0.05832683233
3368	0.05831844106
3369	0.0583011896
3370	0.05829449965
3371	0.05828524969
3372	0.05827224936
3373	0.05826234961
3374	0.05825405584
3375	0.05825256319
3376	0.05824039965
3377	0.05822839245
3378	0.05822583275
3379	0.0582090096
3380	0.05819777518
3381	0.05818149432
3382	0.05817048271
3383	0.05816347478
3384	0.05814629672
3385	0.05813349901
3386	0.05811593619
3387	0.05809652065
3388	0.05808829069
3389	0.05807262692
3390	0.05805990208
3391	0.05805790312
3392	0.05803734188
3393	0.05802314305
3394	0.05800998491
3395	0.05799726525
3396	0.05799145273
3397	0.05798555885
3398	0.05797897287
3399	0.05797756689
3400	0.05797200203
3401	0.05796018011
3402	0.05795012902
3403	0.05793401439
3404	0.05792050723
3405	0.05790978756
3406	0.05790163502
3407	0.05788832174
3408	0.05788614048
3409	0.05786705258
3410	0.05786092164
3411	0.05784734779
3412	0.05783625013
3413	0.05782142187
3414	0.05781706393
3415	0.05780484633
3416	0.05779379653
3417	0.05778005303
3418	0.05777337544
3419	0.05776654739
3420	0.0577525411
3421	0.05774376552
3422	0.05773598039
3423	0.05773269291
3424	0.05771624073
3425	0.05771196931
3426	0.05769787913
3427	0.05768133737
3428	0.0576641243
3429	0.05765365169
3430	0.0576505861
3431	0.05763788405
3432	0.05762446731
3433	0.05762312841
3434	0.0576099342
3435	0.05759284346
3436	0.05759100086
3437	0.05757715323
3438	0.0575713602
3439	0.0575617474
3440	0.05755346275
3441	0.05753649129
3442	0.0575191192
3443	0.05751260648
3444	0.05750145128
3445	0.05749166819
3446	0.0574758346
3447	0.05746014107
3448	0.05744664311
3449	0.05742753044
3450	0.05742539221
3451	0.05741804386
3452	0.05741605775
3453	0.05739573529
3454	0.05738100038
3455	0.05737093722
3456	0.05736247094
3457	0.05735381579
3458	0.05735200602
3459	0.05733981712
3460	0.05732480416
3461	0.0573129833
3462	0.05731128544
3463	0.05729854652
3464	0.0572870441
3465	0.05727816151
3466	0.05726329666
3467	0.05725254504
3468	0.05724104855
3469	0.05723998751
3470	0.05723830396
3471	0.05722885764
3472	0.05722647572
3473	0.05721530088
3474	0.05720693852
3475	0.05719556371
3476	0.05718593628
3477	0.05718470666
3478	0.05717122221
3479	0.05715224467
3480	0.05714015484
3481	0.05713332457
3482	0.05713204132
3483	0.057121908
3484	0.05711717282
3485	0.05709983611
3486	0.05708427506
3487	0.05706772174
3488	0.05705328615
3489	0.05705215196
3490	0.05705023575
3491	0.05702948042
3492	0.05702826205
3493	0.05702630068
3494	0.05701911864
3495	0.05701293076
3496	0.0570115338
3497	0.05700245727
3498	0.0569886406
3499	0.05698043564
3500	0.05697856657
3501	0.05697149876
3502	0.05696105587
3503	0.05694681699
3504	0.05693397204
3505	0.05691845529
3506	0.05690951221
3507	0.0568928595
3508	0.05688762884
3509	0.05688666427
3510	0.05687392496
3511	0.05686584062
3512	0.0568647648
3513	0.0568590503
3514	0.05684762569
3515	0.05683786045
3516	0.05682599524
3517	0.05682427745
3518	0.05681813712
3519	0.05680675994
3520	0.05679300253
3521	0.05678530359
3522	0.05677414893
3523	0.05676232335
3524	0.05674811994
3525	0.05674187135
3526	0.05673599655
3527	0.05672810646
3528	0.05670660221
3529	0.05670166317
3530	0.05669045777
3531	0.05668875773
3532	0.05667258519
3533	0.05666439709
3534	0.05665081134
3535	0.05664131557
3536	0.05663045913
3537	0.05661480982
3538	0.05660894994
3539	0.05659694834
3540	0.05658323344
3541	0.05657338526
3542	0.05656098095
3543	0.0565593595
3544	0.05654834036
3545	0.05654675186
3546	0.05654088867
3547	0.05653695076
3548	0.0565202715
3549	0.05651035546
3550	0.05650907697
3551	0.05650357216
3552	0.05649885464
3553	0.0564874164
3554	0.05647926951
3555	0.05647761054
3556	0.05647649684
3557	0.05646374829
3558	0.05644812332
3559	0.05643331753
3560	0.05642400209
3561	0.05641169443
3562	0.05640160922
3563	0.05639579077
3564	0.05638126421
3565	0.05637160744
3566	0.05637032376
3567	0.05635773774
3568	0.05634332993
3569	0.05633809462
3570	0.05632111537
3571	0.05630655974
3572	0.0562957819
3573	0.05628119024
3574	0.05627159105
3575	0.05625994795
3576	0.05624606614
3577	0.05623418215
3578	0.05622348275
3579	0.05621001047
3580	0.05619757569
3581	0.05618757954
3582	0.05617726601
3583	0.05615900084
3584	0.05615633252
3585	0.05614598913
3586	0.05614360946
3587	0.05613776391
3588	0.05612743951
3589	0.0561146345
3590	0.05609444812
3591	0.05608188138
3592	0.05608033453
3593	0.05606548566
3594	0.05605087761
3595	0.05603819755
3596	0.05603022337
3597	0.05601941369
3598	0.0560073326
3599	0.05599353616
3600	0.05598056885
3601	0.05597715469
3602	0.05597076322
3603	0.05596932085
3604	0.05595497314
3605	0.05594467916
3606	0.05593530187
3607	0.05592284747
3608	0.05591253932
3609	0.05590375657
3610	0.05589783926
3611	0.05588964767
3612	0.05588393866
3613	0.05587327855
3614	0.05586216126
3615	0.05585166837
3616	0.05584189478
3617	0.05583333628
3618	0.05583209726
3619	0.05582585945
3620	0.05580360161
3621	0.05579647922
3622	0.05578088533
3623	0.05576926484
3624	0.05575254538
3625	0.05574572349
3626	0.05572848811
3627	0.05571777458
3628	0.05571643491
3629	0.05570423719
3630	0.05569814959
3631	0.05568325644
3632	0.05568195214
3633	0.05568067506
3634	0.05566628869
3635	0.05565524235
3636	0.05564440236
3637	0.05563274546
3638	0.05562453855
3639	0.05562294755
3640	0.05560890181
3641	0.05559451204
3642	0.05559086048
3643	0.05557978352
3644	0.05556581683
3645	0.05554758366
3646	0.05553372941
3647	0.05551911149
3648	0.05550841209
3649	0.05549447039
3650	0.0554810902
3651	0.05546861775
3652	0.05545672771
3653	0.05544422551
3654	0.05543639036
3655	0.05542670173
3656	0.0554214882
3657	0.0554110572
3658	0.05540183385
3659	0.05538657912
3660	0.05538534535
3661	0.05536856682
3662	0.0553596063
3663	0.05535552585
3664	0.05534972329
3665	0.05533890599
3666	0.05532685074
3667	0.05531795369
3668	0.0553113854
3669	0.05529924563
3670	0.05529715173
3671	0.05528533651
3672	0.05527478495
3673	0.05526176006
3674	0.05525625059
3675	0.05525015506
3676	0.05523456071
3677	0.05522868265
3678	0.05522272552
3679	0.05520846191
3680	0.05519657729
3681	0.05518678882
3682	0.05517101428
3683	0.05515598441
3684	0.05514652159
3685	0.05513187486
3686	0.05513049276
3687	0.05512164001
3688	0.05511234652
3689	0.05509676651
3690	0.05508215982
3691	0.05507268776
3692	0.05506236735
3693	0.05504872555
3694	0.05503655245
3695	0.05502475486
3696	0.05502316642
3697	0.05501434368
3698	0.05500168432
3699	0.0549860099
3700	0.05497548606
3701	0.05497099155
3702	0.05495192694
3703	0.05494766468
3704	0.05493530751
3705	0.05492297611
3706	0.0549180216
3707	0.05490995482
3708	0.05490892143
3709	0.05489948315
3710	0.0548937577
3711	0.05488835222
3712	0.05487792314
3713	0.05486477017
3714	0.05485261943
3715	0.05484420866
3716	0.05483290572
3717	0.05481719434
3718	0.0548048931
3719	0.05479033367
3720	0.05477938864
3721	0.05477304438
3722	0.05477015461
3723	0.05476362163
3724	0.05474605076
3725	0.05473501241
3726	0.05472643129
3727	0.05471793638
3728	0.05471006762
3729	0.05469792172
3730	0.05468568464
3731	0.0546791597
3732	0.05467186678
3733	0.05466115509
3734	0.05465520941
3735	0.05464608172
3736	0.05464475132
3737	0.05463226723
3738	0.05461346215
3739	0.05460590601
3740	0.05459153207
3741	0.05457204303
3742	0.05456134387
3743	0.05455277634
3744	0.05455147007
3745	0.05454577804
3746	0.05453941178
3747	0.05453826998
3748	0.05453071203
3749	0.0545246876
3750	0.05452306854
3751	0.05451197001
3752	0.05450315045
3753	0.05449369986
3754	0.05448854319
3755	0.05447517448
3756	0.05446066024
3757	0.05445934704
3758	0.05444830236
3759	0.05443928043
3760	0.05443171553
3761	0.05442888876
3762	0.05441508466
3763	0.05440126086
3764	0.0544003063
3765	0.0543865736
3766	0.05437222573
3767	0.0543629027
3768	0.05435659029
3769	0.05434388895
3770	0.05433843597
3771	0.05433474072
3772	0.05433362879
3773	0.05432328205
3774	0.05430645351
3775	0.05429975175
3776	0.05428701204
3777	0.05427429491
3778	0.05426267075
3779	0.05425534695
3780	0.05424191072
3781	0.05422536991
3782	0.05421992107
3783	0.0542076502
3784	0.05419457703
3785	0.05418782386
3786	0.05417425073
3787	0.05417293785
3788	0.05415346431
3789	0.05414215178
3790	0.0541347216
3791	0.05412624986
3792	0.05411903657
3793	0.05410504703
3794	0.05409054783
3795	0.05408023181
3796	0.05406619734
3797	0.05406528093
3798	0.05405221196
3799	0.05403579719
3800	0.05402762202
3801	0.05402038203
3802	0.05400872143
3803	0.05399672881
3804	0.05398353278
3805	0.05397524354
3806	0.05396486766
3807	0.05395902129
3808	0.05393737297
3809	0.05392252283
3810	0.0539185011
3811	0.0539106734
3812	0.05390018321
3813	0.05388459042
3814	0.05388058608
3815	0.05387255268
3816	0.05385851323
3817	0.05384308528
3818	0.05382910825
3819	0.05382372555
3820	0.05381395151
3821	0.05380274228
3822	0.053798862
3823	0.05379197072
3824	0.05378239398
3825	0.05376718806
3826	0.0537599506
3827	0.05374929804
3828	0.0537366732
3829	0.05371792457
3830	0.05370966938
3831	0.05370159386
3832	0.05368889309
3833	0.05368067387
3834	0.0536772299
3835	0.05366334497
3836	0.05364814486
3837	0.05364280959
3838	0.05363641133
3839	0.05362545903
3840	0.05361644904
3841	0.05360864734
3842	0.05359328266
3843	0.05358301487
3844	0.05357263366
3845	0.05356387295
3846	0.05355613708
3847	0.05354120341
3848	0.05352884966
3849	0.05351528679
3850	0.0535042275
3851	0.05350274626
3852	0.0534836221
3853	0.05347012029
3854	0.05346133331
3855	0.0534557321
3856	0.05345472757
3857	0.05344480428
3858	0.0534438304
3859	0.05343567979
3860	0.05343427745
3861	0.0534240166
3862	0.05341317249
3863	0.05340604686
3864	0.05339989217
3865	0.05338649684
3866	0.05338524835
3867	0.05336868406
3868	0.05336131575
3869	0.05334566905
3870	0.05334136971
3871	0.05333588429
3872	0.05332263944
3873	0.05331795
3874	0.05331161207
3875	0.05330348667
3876	0.05329722715
3877	0.05328888997
3878	0.05327888987
3879	0.05326716887
3880	0.05325371266
3881	0.0532397357
3882	0.05323013796
3883	0.05321731829
3884	0.05320191006
3885	0.05319667458
3886	0.05318338123
3887	0.05317765485
3888	0.05316711873
3889	0.05315527675
3890	0.05314135
3891	0.05312988757
3892	0.05311948527
3893	0.05310467739
3894	0.05309375473
3895	0.05308491254
3896	0.05307768027
3897	0.05307138478
3898	0.05305686033
3899	0.05305127193
3900	0.05304143413
3901	0.05302681086
3902	0.0530080818
3903	0.05299645936
3904	0.05298582976
3905	0.05296754782
3906	0.05295687649
3907	0.05295617092
3908	0.05295515407
3909	0.05295410622
3910	0.05295318886
3911	0.05293516669
3912	0.05293155417
3913	0.05293059992
3914	0.05291953679
3915	0.05290702984
3916	0.05290139788
3917	0.05288996391
3918	0.05287677435
3919	0.0528683545
3920	0.05286737009
3921	0.0528570791
3922	0.05284539499
3923	0.05283108191
3924	0.05282295538
3925	0.05281472327
3926	0.05280798009
3927	0.05280666841
3928	0.05280182567
3929	0.05279920434
3930	0.05279655355
3931	0.05278547718
3932	0.0527813135
3933	0.0527716597
3934	0.05277067624
3935	0.05276983117
3936	0.05276071119
3937	0.05275986961
3938	0.05275064355
3939	0.05273769641
3940	0.05273455669
3941	0.05272471462
3942	0.05272369983
3943	0.05271529777
3944	0.05270201568
3945	0.052695456
3946	0.05268959107
3947	0.05268195727
3948	0.05267749627
3949	0.05266615404
3950	0.05265110658
3951	0.05264906531
3952	0.05263838535
3953	0.05262692541
3954	0.05262268841
3955	0.05262134443
3956	0.05262007396
3957	0.05261135615
